,Unnamed: 0,sentence,record_type,keyword,loss,wctc_loss,pred_strings
787,1,ɛ́là ðáɽà lə̀bú nàré nd̪ɔ̀bà,negative,ðàŋàl,306.62530517578125,46.45594787597656,ʷɒɒ<blk>ʷɒɒɒɒʷbɒʷɒɒʷʷɒʷʷbɒbɒɒɒɒɒɒɒɒɒɒʎʎʷ<blk>bbʷbʎ<blk>bbʎbbʎʎbbbʎbɒɒʎbɒʷbɒ<blk>bbb<blk>bb<blk>bbɒbbb<blk><blk><blk><blk>ʎbbbʎbb<blk>bʟbb<blk>
756,9,ŋgɛ́l ŋə̀t̪ə̀vɛ̀ ðár,negative,ðàŋàl,205.7913055419922,46.456329345703125,bb<blk>b<blk>bb<blk>ɒɒɒʷɒǂɒʷɒɒɒʷɒɹɒʷbb<blk>ɒʷbʷbɑʷʷɒɒɒʷɒɒʷɒbɒʷʷɒʎʷʷɒɒʷbɑ<blk><blk><blk><blk><blk><blk>
798,12,ðàŋàl ðá ðɜ́ríbì,positive,ðàŋàl,310.49298095703125,46.46192932128906,bbbbbʷbbɒɒʷɒɒɒʷǂǂʎɒɒɑʎɒɒʷɒɒʎbɒɒʷɒɒǂʷbɒʎɒɒʎɑɒɒɒɒɒɒɒbɒɒbbɒɒʷbbbbbbbbbbbb<blk>bbbbʎbbbbbb<blk>ʎ<blk>b<blk>ɹ<blk>bb<blk><blk><blk>
789,3,àn ɛ́làɽà ká dɔ̀ŋðɔ́ lə́vàvɾà,negative,ðàŋàl,300.900146484375,46.50038528442383,<blk><blk>ʷǂʷʷʷʷɪʷʷʷʷǂʷʷǂǂʷǂʷʷʷʷʷʷʷ<blk>ɯʷʷɯʷʷzʷɪʷʷʷʷzʷ̪ʷ<blk>ǂʷʷʟʷʷʷ<blk>ʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷɪʷʷʷʷʷɥ<blk>ʷɨʷɪðt
776,4,ɲàĺl ðə́t̪ə́vá ðár,negative,ðàŋàl,282.3096618652344,46.504432678222656,bbbbbbbbb<blk>ʷbɒʷʷɒʷɒbɒʷʷbbɒɒɒɒʷʎɒɒʷʷɒɒɒʷbobʎbbɹbbbʟbʷb<blk>ʷbboɒɒɒɒbbʷbbbɒbɒɒɒʷʟbʎ<blk>bbbʎbʷʷ
780,8,íŋgá t̪ə̀vɔ́ ðár,negative,ðàŋàl,267.8866577148437,46.505592346191406,<blk>bbɒbʷbbʷʷɒɒʷɒɒɒbʎɒɒɒʷʟʷɒʷɒɒɒbʷʎʎɒɒʷɒɒbb<blk>ʟ<blk>bbbbbbɹbbbb<blk>bʎʎbʎbʎɹɒʎʎɒɒɒʎʷʎbʎʎ<blk>b<blk>bb<blk>ɹ<blk>b
752,5,ŕŋɔ̀,negative,ðàŋàl,186.28456115722656,46.51276397705078,bbb<blk>bbb<blk>ɒʎɒʷʷʎʷʷɒbʷbʎʎʷʷʷbʎbɒbʷɒʎʎbʎʷbʎbbʎʎbʎʎb<blk>ʎʎbʎʎbbʎ<blk><blk><blk><blk>ɹ<blk>
815,4,là áɾðɛ̀ ìrɔ́ ùnɛ́ɾɛ́,negative,ðàŋàl,345.78448486328125,46.5411491394043,bbbbb<blk>bbʎ<blk>b<blk>bʎbbb<blk>bʎbbbʷɒbbɒʷɒʷʎb<blk>bbɒɒɒbʎbʷʷʷʷbʷɒʷɒbɒɒɒbbbbbʷɒbbbbɒɒɒbʷbb<blk>bɒbbbʷɒʷɒʷbbɒʷʷɒɒʷɒboʷǂbbɒbbbʷbʎb<blk>ð
819,8,lá ŋácà lúbútɛ́ ŋɔ́mɔ̀ nd̪ɔ̀bà,negative,ðàŋàl,325.6147155761719,46.56507110595703,bbbbbb<blk>bɒbɒʷʎʷbɒbɒɒbɒbʷɒbɒbbʷbʷbʷɒʷbbbɒʷbbbbb<blk>b<blk>bbbbbbɒbʷʷɒʷbbɒbɒʎbbbbʷbʷɒbbɒbbʎɒbbbɒɒbbɒ<blk>ɒbbbbbbbbb<blk>bbb<blk>bɹ<blk>b
809,10,ðáɽíðá ásá ðɔ́dà àdám ðìcə̀lò,negative,ðàŋàl,359.9924621582031,46.59383010864258,bbbɒɒʷʷbʷɒʷʟʷʷɒʷɒʷɒʷɒɒɒɒɒɒbɒʷʎʎɒbʷǂʷʜɒɒʷʷʎɒʎɒɒɒɒʷɒɒɒɒɒɒɒɒbɒɒbʎbʎbʷbʷɒʷʷɒɹbɒɒbbbbbbbbbɒbbbbɒbbbʷbɹb<blk><blk><blk>b<blk><blk>
802,3,t̪ɔ́ɾt̪ɔ́l lɛ̀rdì t̪ɔ́wɜ̀nì,negative,ðàŋàl,366.3646240234375,46.600807189941406,ʎbbbʎbʷbɒʷɒɒɒɒɒɒbbbbbbbbʎɒɒɒɒʷɒɒǂʎʎɒʷbʷʷɒǂɒɒʎɒʷʷʎbʎbbbbʟɒɒbbbɒbbɒʷʎɒɒɒʷɒɒɒɒbbbɒɒɒɒʷʎbbɒɒɒbbbbʷbb<blk>bʎbb<blk><blk>b
816,5,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɾà àbr̀ó únɛ́ɾɛ́,negative,ðàŋàl,387.7842102050781,46.61164474487305,b<blk>bbbbbbbɒbɒbʷɒɒbʎʎʷɒʷbɒʎɒ<blk><blk>bɒbbbɒʎbʷʎʷʷɒbɒbʎɒɒɒɒɒɒbʷɒʷɒɒʟɒɒʷbʷʷʎb<blk>ʎʎɒʷʷɒʷbʷʎʎ<blk>bbɹbʷbɒbɒʷbɒʷɒɒɒɒbbʎʷbbbbbbb<blk>ð
722,2,t̪ɔ́ɾt̪ɔ́l lə́dɔ̀ŋðàt̪ɛ̀ lə̀vàvɾà dún t̪ɔ́wɜ̀nì,negative,ðàŋàl,512.1329345703125,46.6136474609375,bbbʷʷbɒɒɒʷɒʎʷɒɒɒbʷbbbʷbbɒɒɒɒʷʷǂʷʎbɒʷɒʟʎɒɒɒʷɒʷɒbʷʷɒɒɒɒʷʷɒʎɒɒɒɒɒɒɒɒɒʎʷʎbbbɒɒʷɒǂɒɒʷɒɒʎɒɒʷɒɒɒɒɒɒbʷɒɒɒʎɒɒʎʷɒʷɒʎʟʎbʎʎbʷɒɒɒʷɒɒɒʎǂɒ<blk>ɒbɒɒǂbɒbʟʷʷʎ<blk><blk>b
781,9,là lácì ʊ̀mɔ́ ùnɛ́ɾɛ́,negative,ðàŋàl,273.3461608886719,46.61800384521485,ʎʷɒɒɒʎɒɒɒɒɒɒʷɒɒʷɒɒbb<blk>bbbbɒbʎbbǂbʷʎbɒbbʎbɒbɒbɒɒbbɒɒɒʷɒɒɒɒbɒbbɒʷʎbɒɒɒɒʷɒǂǂbɒɹbsʎɹɹb<blk><blk><blk>
800,1,lá lə̀vcí ðámlá nd̪ɔ̀bà,negative,ðàŋàl,362.1492919921875,46.65475463867188,<blk>bbb<blk>b<blk>bbbɒbɒ̩ʷɒɒɒɒɒɒʎɒbbbbbbbɒbbbbbɒɒbɒɒɒɒɒʎɒʷɒbɒɒʷɒɒɒbʎɒɒɒʷbʷɒɒɒʷɒɒɒɒɒbʎbbɒbɒɒbɒɒbɹɒʷʎbbb<blk>bbɒbbʷbbbʟbb
813,2,lə̀ǹɔ́ nɔ́ŋnɔ̀ ùnɛ́ɾɛ́,negative,ðàŋàl,364.0949096679688,46.6558723449707,ɹbb<blk>bbbbbɒbbʷbʷʎbbbbbbbbbʎɒbbʷbʎʎʷbʷʎɒbɒʷʎɒɒɒɒɒʷʎ<blk>bʎbbʎbʎɒbʎbɒʎbb<blk>bʷbbbbɒbbbbbbʎbʎʷɒɒ<blk>ɒʎb<blk>bbbʷɒbbbbʎbʎbbbbbbb
806,7,ɛ́là ðínd̪ɔ̀t̪ɔ̀ ɛ̀là nd̪ɔ̀bà,negative,ðàŋàl,331.969970703125,46.68013381958008,bɹbbbb<blk>bbɒbɹɒɒʷbaɒɒbɒʷbbʷbǂɒb<blk>bbʎbʷʎɹʎbʷbɒʎbbbʎbɒʎbʷʷbɒɒʷbbbbbbiɒɒɒbɒǂɒbbbʎʷbbbbbɒɒʷbbɒɒbbbbbbʷbbbbb<blk>bb<blk>
799,0,ɛ́là ðə́t̪ɔ̀ ŋávɛ́ nd̪ɔ̀bà,negative,ðàŋàl,362.2012023925781,46.69002914428711,b<blk>bbbbbbɒʟɑbǂɒɒǂbbbɒbɒbbʷɒɒɒʷbʷʷɒoʎɒʎɒʜʷbʎbʎbbʎbb<blk>ɒɑʷʷɒɒʎʷʎɒɒɒʷʷɑɒbɒbbɒɒɒʎɒbɹbbbbʷbɒbbʎʷɒʎʎbʷʷbʎbbbbbbbb
747,0,lá vr̀ðìnɔ́ nd̪ɔ̀bà,negative,ðàŋàl,196.40509033203125,46.72076797485352,bbbbbʎbɒbbʎbbbɒbbbɒbʎobbʷbɒʎʎɒbʎbbbbɒbɒbʎʎ<blk>ʷʎ<blk>bbbbɒb<blk>ʎ<blk>bbbbbbb
788,2,ɛ́là ðúmɔ̀ðɔ̀ jàŋàlà nd̪ɔ̀bà,close_negative,ðàŋàl,308.991455078125,46.73094940185547,bbbb<blk>bbbɒʷʷɒʷʷʷɒɒʷbbʎʷʎbbbbɒɒɒʷʷʎbɹ<blk>ʷbbbbbbbbbbbɒɹbbʷɒɒʷbbbbbbbbʎɒbʎbbɒʎbɒɒbʷɒʷbbʎʎbbʎbbbbfbbɸ
777,5,ðàŋàl ðóẁ ðɜ́ríbì,positive,ðàŋàl,322.8686828613281,46.75101852416992,bbbʎʷɒɒʷɒʷbɑǂǂɒɒɒɒʷɒɒʎɒɒʷɒɒɒʷɒbabʷɒɒɒɒɒǂɒɒʷɒɒʷɒɒɒɒbɒʎʷɒʷɒʷɒɒʷɒɒʷʷɒɒʷɒɒɒʷɒʷɒʷɒǂʷɒmǂbǂ
748,1,àŋá óló,negative,ðàŋàl,199.8384246826172,46.75148010253906,ʷɒʷbɑbɒʷ<blk>ʷ<blk>ʷbʷb<blk>ʷɒɒʟʷɑɑwɑʷʷbʷbbɑʷʷʷʷʷʷʷbɒʎʎbʷɒɒɒ<blk><blk>bbbbb<blk>bbbbbb
830,8,àn ɔ́ndì kíjɔ́ŋ ùnɛ́ɾɛ́,negative,ðàŋàl,364.1793823242188,46.77042388916016,bbbb<blk>bbbɹbbbbɒbʷʎɒɒʷbbɒbbɒbʷbbb<blk>ʷʷbɒbɒɒɒbɒʷɒʷʷɒɒbʷɒʷʷʷbɒʷbʷɑʎb<blk>bbbbbbb<blk>bbbbbbb<blk>bʎbʷbbʎbbbbɒʷɒɒʎbʷʎʷʷbɒɒɒbbbʟbbɹb<blk><blk>ɹbb<blk><blk>
734,5,nɛ́ðɔ́ kúkùŋú t̪ɔ́wɜ̀nì,negative,ðàŋàl,247.23558044433597,46.77076721191406,ɒbɹɒʎbbɒɒɒɒɒɒɒʷɒɒʷʷʎɒbɒʷbbʷbʷɒʷbbɒbbbbʷbʎɒʎɒʎbʷbʷbɒʷʎʷɒʎʷɒʷbʷbʎɒb<blk>ɒbɒbʎɹɹ<blk>
742,13,àɾl̀á r̀ŋɔ̀,negative,ðàŋàl,215.63427734375,46.81190872192383,bbbbʎbbbbbʷbɒbbbbʷbʎɒbʷɒɒbɒɒbbʷbbɒʎɒʎʷbɒbɒbbʎɒɹ<blk>bɹbɒbʷ<blk>bʎbbʎbbbbbbbbb<blk><blk>b<blk><blk>
825,3,àn lə́vàvɾì lá ɛ́làɽà dɔ́ŋðɛ̀,negative,ðàŋàl,456.4060363769531,46.82851409912109,bbbbbɒbbɒʷʷǂɒɒɒʷʷɒɒbʷɒɒɒʷɒʛɒɒɒɒɒɑɒʷɒɒɒɒɒɒʷɒɒɒɒɒʷɒɒʷǂɒɒɒǂɒʷɒɒɒɒɒbɒǂɒɒɒǂǂɑɒɒǂɒɒǂʷʷʷɒɒɒɒǂǂɒɒɒɒɒʷbɒɒɒɒɒʷɒɒʷʷɒɒɒʷbɒɒɒʎɹʟbðɹʎ
812,1,lâɾò lə̀və̀lɛ̀ðɔ́ jáŋàlà ùnɛ́ɾɛ́,close_negative,ðàŋàl,427.6121215820313,46.84756851196289,bʎʎbʷbbbɒɒɒɒǂɒɒǂʷɒɑɒɒɒɒɒɒɒʷʷʷɒbʷɒʎɒɒɒǂʷbɒɒɒʷbʷɒɒɒɒɒɒǂɒʷɒɒǂɒɒbɒɒɑɒʷɒɒɒʎʷɒɒɒǂʎʟɒɒɒʷʎɒɒʷɒɒbʷʷʷʷɒǂɒɒbbʷɒʷbǂb<blk>bbbb
792,6,àɽá dɔ̀ŋðɔ́ lə́vàvɾà dɛ̀,negative,ðàŋàl,306.9940795898437,46.897647857666016,bbb<blk>bʷʷʎbbbbbbb<blk>ʷᶑɒɒbʷʎbɑbbʷbʷbɒʎ<blk>ɒbbɒbbbbɒʛɒbɒɒɒɒɒɒbɒɒʎɒʷbɹ<blk>ɒ<blk>bɒʎbbɒʎɒbbʎbⱱɒɒbɒbɒʷbbbbbbɹ<blk>ɹɹ<blk>
733,4,álèŋà lə́t̪ə̀vɛ̀ ðár,negative,ðàŋàl,270.9576110839844,46.90745544433594,<blk>bbbɒʷbʷʟɒɒbʷʎɒɒɒɒɒɹɒbʎbʷbɒbɒɒɒbbbʷʷʷʷɒɒɒbɒɒɒʷbʷɒɒǂǂɒɒʟɒʎʷʎooʷʷʷʷbɒbbbɒbɸɸ
793,7,ɛ́là ðə́ɽìɲà íjɔ́ nd̪ɔ̀bà,negative,ðàŋàl,305.4595947265625,46.97132873535156,<blk>bbb<blk>bbbɒbbbʷɒɒbɒɒbɒɒbɒʷɒʷʷɒʷbbɒʷʷɒʷɒɒbʷɒbɒbbɒɒbɒɒɒʷbɒbbʷɒbɒɒɒʷʷɒɒʎbʎɒʎbbɒbɒɒɒʷʎbʷbb<blk>bb<blk><blk>ɹbɹ<blk>b
805,6,ðúmɔ́ðɔ́ jáŋàlà ðìcə̀lò,close_negative,ðàŋàl,356.4953918457031,46.989654541015625,bbb<blk>bbbbʷʷʎɒɒʎʷʷɒʷɒɒɒɒɒɒʷɒʎɒʷʎɒɒɒɒbʷʷɒɒɒɒɒʷɒɒʷɒɒɒɒɒɒʷɒɒʎɒɒʷɒɒɒɒɒɒɒʎbʎbɒʷbɒbbʟb<blk>bʷɒʷbɒbʎbbbbbbbʎb<blk>b<blk><blk><blk>bɹ<blk>
794,8,ŋìðɛ̀ní ŋàcìjí t̪ɔ́wɜ̀nì,negative,ðàŋàl,307.02496337890625,47.00664520263672,ʟɒbɒbʷɒʷʷɒɒʷɒɒɒɒɒɒɒʷʎɒɒɒʷbɒɒɸʷʷɒʎbʷbɒbʎʷʷʷfǂɹɒɒɒbbbbɒbɒbɒbbɒɒɒbɒɒʷbbbɒʷʷbbbbʷbbbbbbbbʟb<blk>ɹ<blk><blk><blk><blk><blk>
817,6,là dɔ́ŋðɛ̀ r̀ɽò ùnɛ́ɾɛ́,negative,ðàŋàl,407.625,47.06140899658203,bɒbʎʎɒbʎɒɒʎɒʷʎɒʷɑʷʷɒɒɒʷɒɒɒɒɒɒʷɒʎʷɒɒɒǂiɒɒʷɒɒɒʷʷʷɒɒɒɒɒɒɒʎʎɒʷɒɒʷɒɒɒbbʟbɒɒʎbbɒɒɒɒɒɒɒʷʷɒɒɒʷɒʷɒɒɒɒǂɒɒǂɒɒɒɒɒɒɒɒtb<blk>ɹɹ
735,6,lɜ̀dí álɛ́ ùnɛ́ɾɛ́,negative,ðàŋàl,272.68701171875,47.13471603393555,b<blk>bbʎɒɒʷɒɒʷʷɒʷʷɒɒɒɒʷǂbɒɒɒɒɒɒɒɒɒʷǂɒʷʷʷʷɒɑbʷʎʷɒʷɒʎʷɒʷɒʷʷʷʷɒɒɒɒɒɒʷʷbbɒɒʷǂbbɹɹ
801,2,lɔ̀mɔ̀ lúɔ́ kɔ́ɽɜ́l káɾɛ̀,negative,ðàŋàl,365.0547790527344,47.13864517211914,bbbbʎbʟʟɒʷbʷɒɒɒʎɒɒɒʷʎɒɒʎ<blk>ɒɒɒɒʎbɒɒʷɒʷɒɒɒʷɒɒɒɒɒ<blk>ɒʷbbʷbbbbbɒʷɒbɒɒɒʷɒɒʷɒɒɒʷʷɹɒɒʷɒɒɒʷɒɒǂɒɒbɒɒɒɒɒɒbɒbbʷ<blk>bb<blk>bʟs
814,3,ŋùbút̪ú ŋìcə̀lò,negative,ðàŋàl,380.5758361816406,47.17055130004883,<blk>bbbbbbʎbʎbbbbʎbbbʷbɒʎʎɒʷɒbʷɒʎʷɒʷʷɒʷʷɒɒbɒɒɒɒɒɒɒɒɒɒʎɒɒbbɒʎbbʷbbɒɒʷʷɒɒɒɒbɒɒɒɒʷɒɒɒʷɒʷʷɒɒɒʎɒbbbbɒʷbbbʟɒbbʎbʷɸʎbbm
730,1,láɾà t̪òlèɲá nd̪ɔ̀bà,negative,ðàŋàl,272.2771301269531,47.212013244628906,bbbʎʷɒʷɒɒɒɒɒɒɒɒʎʎɒɒʷɒɒɒɒʎʎɒɒbbbɒʷɒɒɒʎɒɒʎbɒɒbɒɒʷʷɒbɒʎbbɒɒɒɒʷʷɒɒɒʷbɒɒʷʎɒɒʷɒɒ
784,12,ŋídí ŋúɽcà ŋâj ŋə̀ɽà,negative,ðàŋàl,268.02362060546875,47.25203704833984,bbbʎbʎbʎbǂ<blk><blk>bʎǂbʛʟʎʜbɒbʎǂɹǂbʎiǂʜbʎǂʟǂbʟoǂbʷǂǂǂʜʎɹ<blk>b<blk>bbbbʜʎbʎɹɒɒʎʷbʎbʎʎʎʎbɹbɸɹɹ<blk>ʕbb<blk>b
751,4,át̪ú áŋàŋìnɔ́ dɛ̀,negative,ðàŋàl,201.65155029296875,47.25541687011719,bbbbbbɹbɒ<blk>̩ʷɒɒɒɒʎʷbʷʷʷʷbʷʎʎbʷbʷɒbɒɑɒɑʷɒɒʷbʎʷbbʷɒbbʷɑbbbbb<blk>b<blk>ɹ<blk>
774,2,lòtùwɛ́l lìcə̀lò,negative,ðàŋàl,296.6116943359375,47.40070343017578,bʎbbbʟbbbb<blk><blk>bbbbʎʎɒɒ<blk>bbbbʷɒʷɒʷbɒɒʷɒʷʷɒɒɒɒʷʷʷɑʷǂɒɒʷɒɒɒɒɒʷɒɒɒʷʷɒɒɒɒɒɒɒɒbɒɒbbbbʎb<blk>ʷbbɹb
796,10,lɔ́dà ə̀ŋná nd̪ɔ̀bà,negative,ðàŋàl,324.81817626953125,47.45599365234375,ʷbbbbʎbbɒʷɒbʷɒɒɒɒʎɒʷɒʎʎʷɒʷɑɒɒɒǂɒɒɒʎǂɒɒʎʷʷbɒɒʷʎɒbʷʷɒʎɒɒǂɒ<blk>bɒbɒʎɒʷbɒʷɒɒʷbbbʷɒbʎbʷʷbbʷbbbbb<blk><blk><blk><blk><blk><blk>
829,7,lə̀r̀lɛ̀ɲí úðɛ̀ ùnɛ́ɾɛ́,negative,ðàŋàl,356.3248291015625,47.46609878540039,bɹɹɹ<blk>bbbbbbbbʎʎbǂǂǂǂʎʎǂʎʎʎʎʟǂʎʎǂbbʎǂbbbbbʎbbbbbǂǂʎǂʷʎbʷbbbbbb<blk>b<blk><blk>bbɒbbɒʎbbbʎbbʎbbʎbʎbbbbʎʎbbʷʎ<blk>ʎʜɒbbɹɒzɒbbbʎbbb<blk><blk>ɹbbb<blk>b
754,7,ját̪ɔ́ ŋɔ̀mɔ̀,negative,ðàŋàl,191.41067504882807,47.53467559814453,ɒbɒɒʷɑɒɒbbɒb<blk>ʷbɒbɒʷbɒʷɒʷʷʷɒɒʎbʷb<blk>ɒɒɹʎbɒʷʷɒɒʷʷʷʷʎʟbbbbbb<blk><blk>ħbb<blk>b
827,5,là kíðɛ̀ ŋɔ̀ɲà ùnɛ́ɾɛ́,negative,ðàŋàl,401.9924621582031,47.55107879638672,bʎʎbʟʎbʟʟʎʎʜʟbʎbɹbbʟʎʎʎʎbb<blk>ʟ<blk>ʎbbǂǂbǂbgǂʜǂʎʟǂbbʎǂʎʎǂʎʜbbǂʜʜʎbbbbɹʎbʎbʎbǂʎʎbʜbbʎʎǂbɹbbʟɹbɹʟʜʟbʎbǂʎbʎbbʎʎɸʷʎbbǂ̪<blk>ʎb<blk>bʟbɹɹ<blk>
778,6,lə̀màð lìcə̀lò,negative,ðàŋàl,304.6016845703125,47.55670928955078,bbb<blk><blk>b<blk>bʷɒɒʷbʷʷɒɒɒɒɒɒɒʷɒɒʷɒǂɒ<blk>ɒɒbɒǂʷǂʎʷʟǂbɒɒbɒɒʷǂʷɒɒbbʷɒɒɒɒɒʷʷɒɒfʎɒɒɒɒʷɒbʷbbbbɹbǂɹpɹ
755,8,lá bùlìjí,negative,ðàŋàl,187.91531372070312,47.61552810668945,<blk>bbbɒbbbbɒbɒɒɒɒɒʷbʎbbbbʎbɒbbbbbbbʷbbbɒʷbɒbɒʟɒbbɒbbbbbb<blk>bb<blk><blk><blk><blk><blk>
740,11,ìjɔ̀ nàŋà cát̪á,close_negative,ðàŋàl,235.8676605224609,47.91201400756836,bbbbbbɹbb̩ɑɑɑʜbbbʎɸǂbʜbbbʎbʎʎǂʷʷbɑibbǂbbǂǂǂǂbǂʜǂ<blk>bɹʜʎʜʜʜʎɹbʟɹʟbɹ<blk>ʕʟ<blk>bʕʕ<blk><blk><blk>
737,8,ʊ̀mì kìcə̀lò,negative,ðàŋàl,208.6159820556641,48.05890655517578,ʷɪʷ<blk><blk>ɪ<blk>ʷʷʷʷʷ<blk>ʷʷzɪʷʷʷʷʷʷʷʷǂʷ<blk>ʷfʷ<blk><blk><blk><blk><blk>ʷʷǂʷǂʷɪʷʷʷʷǂʷʷɪʷʷʷʷ<blk>ʷʷʷʷʷʷʷɨǂ<blk><blk>ʷt<blk>ʷɪ<blk><blk>
808,9,ɟíðɛ́cí dìjɔ́ dún,negative,ðàŋàl,305.8784484863281,48.21827697753906,ɪɪɪɪɪʷɪɪ<blk><blk>ʷ<blk>ʷʷʷɪ<blk>ʷʷǂʟǂff<blk>ʷǂʷǂʷǂǂʷʷʷǂʷʷʷǂʷǂʷʷʷǂffǂfǂʷǂ<blk>ʷ<blk>ʷʷʷɪʷʷʷǂʷʟʷʷʷʷɪ<blk>ʷʷʷʷʷʷ<blk>ʷʷʷʟʷʷ<blk>ǂʷʷǂʷʷ<blk>ǂʷʷɹ<blk>ɪ<blk><blk>ɪɪɹ
824,2,àn ɔ́ɟɔ́ kə́ðìɲɔ́ múðù,negative,ðàŋàl,463.32171630859375,48.34626770019531,bʟʎʟʟb<blk>bǂǂʷǂǂǂǂǂǂǂǂǂǂǂǂɑǂǂǂǂǂǂǂᶑǂǂǂǂǂǂǂǂǂǂǂǂǂǂɒǂʎʎʎbʎʟǂʜbbbʜǂʎʎʟǂǂǂǂǂʷiǂʷbǂǂʜǂbǂbbbʜʎǂʷʎoǂǂbʎbǂǂǂǂǂɸǂʷʎʷʟʎbbʎbʎʟbbbʟɹb̪
834,2,kúkù ŋgá kɛ̀cí ɛ́ɾáðɛ́ nɛ̀ rî,negative,ðàŋàl,544.8231811523438,48.50293731689453,ʷʷ<blk>ʷɪ<blk>ʷʷfʷɨʷʷ<blk>ɪʷtʷiʷʷʷʷʷʷb<blk><blk><blk>ʷ<blk><blk><blk>ʷʷʷ<blk><blk><blk>ʷɪǂʷʷʷʷʷʷʷʷʷɪʷʷʷǂ<blk>ʷǂ<blk>ǂʷʷǂɯʷ<blk>ʷǂʷʷʷʷʷǂʷʷʷʷʷʷǂʷʷʷʷ<blk>ʷɪʷɨ<blk><blk>ʷ<blk>ɪʷ<blk>ʷɪɪ<blk><blk><blk><blk>ɪɪ<blk>b<blk><blk>t<blk><blk>ɪɪɪ<blk>ɪ<blk>ɪ<blk><blk>ɪɨɪɨɪɨ<blk>ʷɨʷʷǂʷʷʷzʷʷʷǂʷʷʷʷʷʟ<blk>ʷʷʷʷǂʷ<blk>z<blk>ʷʷʷʷʷtʷǂʷʷʷʷʷɪʷ<blk>ʷ<blk>ɪ<blk><blk><blk>ɪfǂ<blk><blk><blk><blk><blk><blk><blk><blk>ɹɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk>ɹɹ<blk><blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>
822,0,jáɽó lɔ́mɔ̀ káɾɛ̀ kúɽì,negative,ðàŋàl,371.81591796875,48.60972213745117,<blk>fɨʷʷǂǂʷʷǂʷʷfʷʷʷʷ<blk>ʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷ<blk>ʷ<blk>ʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷɪʷʷǂʷʷʷʷʷʷʷʷʷʟʷʷʷʷʷʷʷʷɪǂɪʷʷɪɨ<blk><blk><blk><blk>ʷ<blk>ɪɪ<blk>fɪʷɪɪɨʷʷfʷʷʷɹʷfʷʷʷʷʷʷ<blk><blk><blk>ɪɪɪ
767,20,jájít̪ɔ́ ɛ̀ðɛ̀,negative,ðàŋàl,99.84040069580078,48.64974212646485,ǂɨǂʡʷ<blk>ɪǂ<blk><blk>ɪ<blk><blk><blk><blk><blk>ʷʷʷʷɥʷʷʷǂʷ<blk><blk>ʷǂʷ<blk><blk>ɹ<blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>
727,7,lótùwɛ́l lə̀və̀lɛ̀ðɔ́ jáŋàlà ùnɛ́ɾɛ́,close_negative,ðàŋàl,388.7323913574219,48.663082122802734,ɪʷʷɪɪɪ<blk>ʎʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷʷ<blk>ʷʷʷfʟʷɨʷʷʷʷfʷʷǂʷʷʷʷʷʷʷfʷǂɯʷʷʷ<blk>ǂʟǂɪ<blk>ʷ<blk>ʷʷʷʷʷʷʷʷʷʷʷʷʷɨʷʷʷʷʷʷʷ̩<blk>ǂʷʷʎʟɥ<blk>ǂʷʷʎʷʷʷzʷʷʷʷʷʷǂ<blk><blk><blk>ʷʷ<blk>ɪ<blk>ɪ<blk>ɹ<blk><blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>
