index,recording_id,start,duration,channel,text,language,speaker,text_normalized,gloss,lemmata,num_raw_variants
2740,HH20230510-2,754.316,1.974,0,kàðə́nɔ̀nà ɛ̀ɾə̀mt̪àlú t̪àwə̀nì,tic,Himidan,ká_nɔ́nà ɛ̀rə̀mt̪àló t̪àwìðì,"aux look[CLG,IT,IPFV,aux] co-spouse[NOM,SG,2SG/2PL] urinate-antip[CLT̪,IT,DEP]",ŋgá nɔn rə̀mt̪ aw-ið,1
2768,HH20220327-1,1003.028,1.867,0,kálú èrt̪á èrt̪á,tic,Himidan,káló èrnà èrnà,"aux[CLG,IPFV,3PL.OBJ] leather[NOM,PL] leather[NOM,PL]",ŋgá ðə̀rnà ðə̀rnà,1
2769,HH08212020-1,166.114,1.6019999999999999,0,kɜ́ló kìcə̀lò,tic,Himidan,káló kìcə̀lò,"aux[CLG,IPFV,3PL.OBJ] good[CLG]",ŋgá icəlo,1
2772,HH20230420-3,125.53,5.27,0,kámàðìt̪ amàðìt̪ɔ̀,tic,Himidan,kámàcìt̪ɔ́ ámàcìt̪ɔ̀,"wait-ben[CLG,VENT,PFV,left_h] wait-ben[IT,IPFV]",amac-it̪ amac-it̪,1
2741,HH20230510-2,743.011,1.654,0,kàðə́nɔ̀nà ɛ̀ɾə̀mt̪ɛ́j t̪àwə̀nì,tic,Himidan,ká_nɔ́nà ɛ̀rə̀mt̪ɛ́j t̪àwìðì,"aux look[CLG,IT,IPFV,aux] co-spouse[NOM,SG,1SG/1PL.EXCL] urinate-antip[CLT̪,IT,DEP]",ŋgá nɔn rə̀mt̪ aw-ið,1
2742,HH20230510-2,765.023,1.7109999999999999,0,kàðə́nɔ̀nà ɛ̀ɾə̀mt̪ɛ́n t̪àwə̀nì,tic,Himidan,ká_nɔ́nà ɛ̀rə̀mt̪ɛ́n t̪àwìðì,"aux look[CLG,IT,IPFV,aux] co-spouse[NOM,SG,3SG/3PL] urinate-antip[CLT̪,IT,DEP]",ŋgá nɔn rə̀mt̪ aw-ið,1
2743,HH11252020,2292.03,1.6400000000000001,0,gáŋɔ́nìðá ɛ́ɽɛ̀,tic,Himidan,ká_nɔ́nìðà ɛ́ɽɛ́,"aux look-antip[CLG,IT,IPFV,aux] inside.house[NOM,SG]",ŋgá nɔn-ið ɛ́ɽɛ́,1
2744,HH11252020,2339.96,1.9849999999999999,0,gáŋɔ́nìðá ɛ́ɽɛ̀ ŋdɔ̀bɔ̀gɛ̀,tic,Himidan,ká_nɔ́nìðà ɛ́ɽɛ́ nd̪ɔ̀bàgɛ̀,"aux look-antip[CLG,IT,IPFV,aux] inside.house[NOM,SG] tomorrow[]",ŋgá nɔn-ið ɛ́ɽɛ́ nd̪ɔ̀bàgɛ̀,1
2745,HH20221021,1000.339,1.349,0,kápɛ́t̪ɛ̀,tic,Himidan,ká_pɛ́t̪ɛ̀,"aux hit-loc[CLG,IT,PFV,aux,left_h]",ŋgá p-ɛt̪,1
2746,HH20221111,1487.104,1.52,0,kát̪òt̪ó,tic,Himidan,ká_t̪ɔ̀t̪ɔ́,"aux drink-loc[CLG,VENT,IPFV,aux]",ŋgá t̪-ɛt̪,1
2747,HH20210528,1005.707,1.3599999999999999,0,kávr̀lɛ̀ðɔ́,tic,Himidan,ká_və̀lɛ̀ðɔ́,"aux pull[CLG,VENT,IPFV,aux]",ŋgá vəlɛð,1
2748,HH20210305,950.817,0.64,0,káŋvə́lɛ̂ðà,tic,Himidan,ká_və́lɛ̀ðà,"aux pull[CLG,IT,IPFV,aux]",ŋgá vəlɛð,1
2749,HH20210305,959.657,1.74,0,káŋvə́lɛ̂ðà ndɔ̀bàgɛ̀,tic,Himidan,ká_və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,1
2750,HH20210528,732.107,1.7000000000000002,0,kávə́lɛ̂ðà ðàŋàlà,tic,Himidan,ká_və́lɛ̀ðà ðàŋàlà,"aux pull[CLG,IT,IPFV,aux] sheep[ACC,SG]",ŋgá vəlɛð ðàŋàl,1
2751,HH20210714,1425.999,1.22,0,kàŕlànd̪á áòr,tic,Himidan,ká_ɾ́làndà áúr,"aux close[CLG,IT,IPFV,aux] door[NOM,SG,left_h]",ŋgá ɾland àúr,1
2752,HH20221111,2728.514,0.86,0,kát̪ìjé,tic,Himidan,kádìjɛ̀,"stay[CLG,IT,DEP,left_h]",adij,1
2753,HH20220213-2,330.922,0.405,0,káɟà,tic,Himidan,kájà,"die[CLG,VENT,DEP,left_h]",aj,1
1770,HH20220726-1,2251.04,1.79,0,íŋgánɔ́nà lùɾìjɔ́ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lùɾìjɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] cucumber[NOM,SG] tomorrow[]",ŋgá nɔn lùɾìjɔ́ nd̪ɔ̀bà,1
1771,HH20220828,402.555,2.35,0,íŋgánɔ́nà lúbútɛ́ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lúbútɛ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] dove[ACC,SG] tomorrow[]",ŋgá nɔn lùbút̪ú nd̪ɔ̀bà,1
1772,HH20220726-1,2449.78,1.83,0,íŋgánɔ́nà lúcɔ́ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lúcɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] soup[NOM,SG] tomorrow[]",ŋgá nɔn lúcɔ́ nd̪ɔ̀bà,1
1773,HH20220326-3,741.67,1.81,0,íŋgánɔ̀nà lúgɔ̀,tic,Himidan,íŋgá_nɔ́nà lúgɔ́,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] dress/shirt/cloth[NOM,SG]",ŋgá nɔn lúgɔ́,1
1774,HH20220726-1,2196.32,1.6800000000000002,0,íŋgánɔ́nà lúgɔ́ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lúgɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] dress/shirt/cloth[NOM,SG] tomorrow[]",ŋgá nɔn lúgɔ́ nd̪ɔ̀bà,1
1775,HH05212021-1,393.554,4.178,0,íŋgánɔ̂nà lúwɔ́ tɜ́wɜ̀nì,tic,Himidan,íŋgá_nɔ́nà lúɔ́ t̪ɔ́wɜ̀nì,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] dress/shirt/cloth[NOM,SG] now[]",ŋgá nɔn lúgɔ́ t̪ɔ́wɜ̀nì,1
1776,HH20220326-3,670.8,1.75,0,íŋgánɔ̀nà lɔ̀mɔ̀,tic,Himidan,íŋgá_nɔ́nà lɔ̀mɔ̀,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] food/bread[NOM,SG]",ŋgá nɔn lɔ̀mɔ̀,1
1777,HH20220719-2,2243.05,1.6800000000000002,0,íŋgánɔ̀nà lɔ̀mɔ̀ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lɔ̀mɔ̀ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] food/bread[NOM,SG] tomorrow[]",ŋgá nɔn lɔ̀mɔ̀ nd̪ɔ̀bà,1
1778,HH20230516,2762.34,2.02,0,íŋgánɔ́nà lɔ̀t̪á nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lɔ̀t̪á nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] prison[ACC,SG] tomorrow[]",ŋgá nɔn lɔ̀t̪ɔ́ nd̪ɔ̀bà,1
1779,HH20230516,2743.16,1.8399999999999999,0,íŋgánɔ́nà lɔ̀t̪ɔ́ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lɔ̀t̪ɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] prison[NOM,SG] tomorrow[]",ŋgá nɔn lɔ̀t̪ɔ́ nd̪ɔ̀bà,1
1780,HH20220326-5,83.65,1.94,0,íŋgánɔ̀nà lɔ̀ɲà,tic,Himidan,íŋgá_nɔ́nà lɔ̀ɲà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] top[ACC,SG]",ŋgá nɔn lɔ̀ɲɔ̀(1),1
1749,HH20220326-3,636.47,2.07,0,íŋgánɔ̀nà líjɔ̀,tic,Himidan,íŋgá_nɔ́nà líjɔ́,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] beat[CLL,VENT,PFV,left_h]",ŋgá nɔn ij,1
1750,HH20220719-2,2223.22,1.63,0,íŋgánɔ̀nà líjɔ́ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà líjɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] beat[CLL,VENT,PFV,left_h] tomorrow[]",ŋgá nɔn ij nd̪ɔ̀bà,1
2763,HH20221104,1668.695,2.26,0,kákà ŋgɔ̀t̪ɔ́ íɾó íjùn,tic,Himidan,kákà ŋə́kɔ̀t̪ɔ́ jɔ́ɾɔ́ íjɔ̀,"1st.born.male.child[NOM,SG] braid[CLŊ,VENT,PFV,left_h] insult[CLJ,VENT,PFV,left_h] letter[NOM,PL,left_h]",kákà kɔt̪ ɔɾ ðìjɔ̀,1
2764,HH20210728,2414.386,1.448,0,kalɛrɛr kúɽì,tic,Himidan,kál_ŕɛ̀ŕ kúɽì,"aux stab[CLG,IT,PFV,3SG.OBJ,1PL.INCL.SBJ,aux] forest[NOM,SG]",ŋgá r kúɽì,1
2767,HH20210728,1976.738,1.108,0,kálgɛ́rɛ́ kúɽî,tic,Himidan,kálgɛ́ kúɽì,"aux[CLG,IPFV,WH.CLASS,3SG.OBJ,3SG.SBJ] forest[NOM,SG]",ŋgá kúɽì,1
2802,HH20220712-2,641.02,0.48,0,kárcí,tic,Himidan,káɾcí,"look.for[VENT,IPFV,left_h]",kaɾc,1
2803,HH20220712-2,578.83,0.8200000000000001,0,kárcí lə́bʊ̀,tic,Himidan,káɾcí lə́bú,"look.for[VENT,IPFV,left_h] well[NOM,SG,left_h]",kaɾc lə̀bú,1
2775,HH20230626,2160.1,2.25,0,kámàɽà kávə̀lɛ̀ðɔ́ ðɛ́dɔ̀ɽɔ̀ nd̪ɔ̀bà,tic,Himidan,kámàɽà ká_və̀lɛ̀ðɔ́ ðɛ́_ɔ̀ɽɔ́ nd̪ɔ̀bà,"casual.friend[NOM,SG] aux pull[CLG,VENT,IPFV,aux] aux run[CLÐ,VENT,IPFV,3SG.OBJ,1SG.SBJ,aux] tomorrow[]",kámàɽà ŋgá vəlɛð ŋgá ɔɽ nd̪ɔ̀bà,1
2776,HH20230619,2684.7,2.1,0,kámàɽà kávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,tic,Himidan,kámàɽà ká_və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,"casual.friend[NOM,SG] aux pull[CLG,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",kámàɽà ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,1
2779,HH20230915,133.93,1.79,0,kámàɽà kàmɔ̀rðɔ́ ápríɲâ,tic,Himidan,kámàɽà kə̀mɛ̀rðɔ́ ápɾíɲá,"casual.friend[NOM,SG] plait.REDUP[CLG,VENT,PFV] boy[ACC,SG,left_h]",kámàɽà mɛrð àpɾí,1
2780,HH20230626,2176.09,1.3559999999999999,0,kámàɽà ŋgávə̀lɛ̀ðɔ́ ðɛ́dɔ̀ɽɔ̀ nd̪ɔ̀bà,tic,Himidan,kámàɽà ŋgá_və̀lɛ̀ðɔ́ ðɛ́_ɔ̀ɽɔ́ nd̪ɔ̀bà,"casual.friend[NOM,SG] aux pull[CLG,VENT,IPFV,aux] aux run[CLÐ,VENT,IPFV,3SG.OBJ,1SG.SBJ,aux] tomorrow[]",kámàɽà ŋgá vəlɛð ŋgá ɔɽ nd̪ɔ̀bà,1
2781,HH20230619,2725.55,1.94,0,kámàɽà ŋgávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,tic,Himidan,kámàɽà ŋgá_və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,"casual.friend[NOM,SG] aux pull[CLG,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",kámàɽà ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,1
2782,HH20220201,464.64,1.11,0,kámàɽàŋá,tic,Himidan,kámàɽàŋá,"casual.friend[NOM,PL]",kámàɽà,1
2785,HH20230717-1,2759.34,1.55,0,káǹíŋâiɲɔ́ ŋɔ̂mɽɔ̀ kàn lè,tic,Himidan,káǹíŋâiɲɔ́ ŋɔ́mɔ̀ kàl lɛ̀,"<NO_GLOSS> food/bread[NOM,PL,left_h] aux[CLG,IT,PFV,WH.LOCATIVE] aux[CLL,IT,PFV,3SG.OBJ,1SG.SBJ]",káǹíŋâiɲɔ́ lɔ̀mɔ̀ ŋgá ŋgá,1
2786,HH20211005,1353.902,1.6,0,kàðɛ́və̀lèðɔ́,tic,Himidan,kátɛ́_və́lɛ̀ðɔ́,"aux pull[CLG,VENT,IPFV,1DU.INCL.OBJ,aux]",ŋgá vəlɛð,1
2787,HH20211005,1305.106,1.4929999999999999,0,kàðɛ́və̀lèðɔ́ ðáŋàlà,tic,Himidan,kátɛ́_və́lɛ̀ðɔ́ ðáŋàlà,"aux pull[CLG,VENT,IPFV,1DU.INCL.OBJ,aux] sheep[ACC,SG,left_h]",ŋgá vəlɛð ðàŋàl,1
2788,HH20221017,1388.452,2.038,0,káŋâ kúkù àŋcɔ̀ nd̪ɔ̀bà,tic,Himidan,káŋâ kúkù àŋnɔ̀ nd̪ɔ̀bà,"aux[CLG,IPFV,2SG.OBJ] 1st.born.male.child[NOM,SG] body[NOM,SG] tomorrow[]",ŋgá kúkù àŋnɔ̀ nd̪ɔ̀bà,1
2758,HH05212021-1,761.92,1.655,0,gájínɔ́ lʊ́mbɛ́,tic,Himidan,kájìnɔ́ lʊ́mbɛ́,"die-pass[CLG,VENT,PFV,left_h] traditional.skirt[NOM,SG]",aj-in lʊ́mbɛ́,1
1767,HH20220326-4,426.6,1.76,0,íŋgánɔ̀nà lùtùwɔ̀,tic,Himidan,íŋgá_nɔ́nà lùtùwɔ̀,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bird.sp./spirit/dream[NOM,PL]",ŋgá nɔn ùɽùwɔ̀,1
1768,HH20220726-1,2867.28,2.23,0,íŋgánɔ́nà lùtùwò nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lùtùwɔ̀ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bird.sp./spirit/dream[NOM,PL] tomorrow[]",ŋgá nɔn ùɽùwɔ̀ nd̪ɔ̀bà,1
1769,HH20230516,2516.74,2.54,0,íŋgánɔ́nà lùɽɟénɛ́ nd̪ɔ̀bà,tic,Himidan,íŋgá_nɔ́nà lùɽɟénɛ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] gourd/calabash[ACC,SG] tomorrow[]",ŋgá nɔn lɔ̀ɽɟɛ̀n nd̪ɔ̀bà,1
2816,HH20220831,701.85,2.77,0,káré kɛ́ðúrì ùnɛ̀rɛ̀,tic,Himidan,káɾɛ̀ kɛ́_úrì ùnɛ́ɾɛ́,"say[CLG,IT,DEP,left_h] aux climb.down[CLG,IT,PFV,3SG.OBJ,1SG.SBJ,aux,left_h] yesterday[]",aɾ ŋgá ur ùnɛ́ɾɛ́,1
2817,HH20220809-2,1378.945,2.04,0,káré kə́ðàlgàráj ùnɛ̀ɾɛ̀,tic,Himidan,káɾɛ̀ náðàlgàrâj ùnɛ́ɾɛ́,"say[CLG,IT,DEP,left_h] hyena[NOM,PL,left_h] yesterday[]",aɾ ðàlgàrâj ùnɛ́ɾɛ́,1
2818,HH09102020,1399.508,2.351,0,kǎ édɛ́rɛ́ nɔ̂nà nd̪obagɛ,tic,Himidan,kâ éd̪ɛ̀ɾɛ́ nɔ́nà nd̪ɔ́bàgɛ̀,"aux[CLG,IT,PFV,left_h] girl[NOM,SG,left_h] look[IT,IPFV] tomorrow[left_h]",ŋgá èd̪ɛ̀ɾɛ́ nɔn nd̪ɔ̀bàgɛ̀,1
2819,HH02262021,2949.942,3.407,0,ka kàŋvə́lɛ̂ðɛ̌ ùnɛ́ɾɛ̀,tic,Himidan,kâ kà_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux[CLG,IT,PFV,left_h] aux pull[CLG,IT,PFV,aux] yesterday[]",ŋgá ŋgá vəlɛð ùnɛ́ɾɛ́,1
2820,HH02262021,2778.361,1.7570000000000001,0,kǎ ðáŋâl və̀lɛ̀ðà ndòbà,tic,Himidan,kâ ðáŋâl və̀lɛ̀ðá nd̪ɔ̀bà,"aux[CLG,IT,PFV,left_h] aux[CLÐ,IPFV,WH.LOCATIVE,2SG.OBJ] pull[VENT,IMP] tomorrow[]",ŋgá ŋgá vəlɛð nd̪ɔ̀bà,1
2789,HH20210728,1490.076,1.337,0,kíŋâgɛ̀rɛ́ kúɽì,tic,Himidan,káŋâ_kɛ̀ɾɛ̀ kúɽì,"aux destroy[CLG,IT,PFV,2SG.OBJ,aux,left_h] forest[NOM,SG]",ŋgá kɛɾ kúɽì,1
2790,HH20210707,1923.541,1.81,0,káŋcî rŋɔ̀,tic,Himidan,káŋcí ŕŋɔ̀,"show[CLG,VENT,PFV,left_h] snake[NOM,SG,left_h]",aŋc r̀ŋɔ̀,1
2791,HH20210707,1977.121,1.8599999999999999,0,káŋcîí ùrnɔ̀,tic,Himidan,káŋcí ùrnɔ̀,"show[CLG,VENT,PFV,left_h] grandfather/grandchild[NOM,SG]",aŋc ùrnɔ̀,1
2792,HH20221017,1094.524,1.617,0,káŋî kúkù àŋcɔ̀ nd̪ɔ̀bà,tic,Himidan,káŋì kúkù àŋnɔ̀ nd̪ɔ̀bà,"see[CLG,IT,DEP,left_h] 1st.born.male.child[NOM,SG] body[NOM,SG] tomorrow[]",aŋ kúkù àŋnɔ̀ nd̪ɔ̀bà,1
2795,HH07312020-Audacity,2140.106,1.501,0,àkáɽə̀ŋàt̪à,tic,Himidan,káɽə̀ŋàt̪à,"fetch[CLG,VENT,DEP,left_h]",aɽəŋat̪,1
2796,HH07312020-Audacity,2141.718,2.727,0,àkáɽə̀ŋàt̪ǎ ŋávè,tic,Himidan,káɽə̀ŋàt̪à ŋávɛ́,"fetch[CLG,VENT,DEP,left_h] water[ACC,SG]",aɽəŋat̪ ŋáó,1
2797,HH09022020,286.7,1.8780000000000001,0,káɾár lɛ́mùðɛ̀,tic,Himidan,káɾàŕ lə́mùt̪ɛ̀,"break[IT,IPFV,1PL.INCL.SBJ] sip[CLL,IT,DEP,left_h]",kaɾ mut̪,1
2798,HH20211108,898.229,3.321,0,ɛ̀gáɾàt̪ɔ́ ðɔ́mɔ̀cà lòlá,tic,Himidan,káɾàt̪ɔ́ ðɔ́mɔ̀cà lòlá,"say-loc[CLG,VENT,PFV,left_h] man/male[ACC,SG,left_h] elbow[ACC,SG]",aɾ-at̪ ðɔ̀mɔ̀cɔ̀ lòló,1
2799,HH09022020,266.282,1.674,0,káɾá lɛ̀mùðɛ̀,tic,Himidan,káɾá lə̀mùt̪ɛ̀,"break[VENT,IMP,left_h] sip[CLL,IT,DEP]",kaɾ mut̪,1
2800,HH09022020,220.083,1.009,0,káɾá lɛ̀mùðɛ̌,tic,Himidan,káɾá lə̀mɔ́ð,"break[VENT,IMP,left_h] log[NOM,SG]",kaɾ lə̀mɔ́ð,1
2801,HH20220805-2,2105.784,1.4,0,káɾát̪ɔ́ lɛ̀mùðɛ̀ dùn,tic,Himidan,káɾát̪ɔ́ lə̀mùt̪ɛ̀ dún,"break-loc[IT,IMP] sip[CLL,IT,DEP] home[NOM,SG]",kaɾ-at̪ mut̪ dún,1
2823,HH20220405,244.22,2.04,0,kèɲá lídɔ́ t̪ɔ́wə̀nì,tic,Himidan,kèɲá lídɔ́ t̪ɔ́wɜ̀nì,"shatter[VENT,IMP] pot[ACC,SG] now[]",keɲ lídí t̪ɔ́wɜ̀nì,1
2824,HH20210728,1724.775,2.7359999999999998,0,gǐɲàgɛ́ ɛ̀rɛ́ kúɽì,tic,Himidan,kéɲágɛ́ ɛ́rɛ́ kúɽì,"aux[CLG,IPFV,WH.CLASS,3SG.OBJ,2PL.SBJ] waterskin[ACC,SG] forest[NOM,SG]",ŋgá ɜ́ɾú kúɽì,1
2825,HH09102020,1538.246,1.47,0,kìɲárnɔ̂nà,tic,Himidan,kéɲár_nɔ́nà,"aux look[CLG,IT,IPFV,1PL.EXCL.OBJ,aux]",ŋgá nɔn,1
2828,HH20210728,2690.922,1.235,0,kíɲâlɛ̀rɛ̀ kúɽì,tic,Himidan,kéɲâĺ_ŕɛ̀ kúɽì,"aux stab[CLG,IT,PFV,3PL.OBJ,1PL.EXCL.SBJ,aux] forest[NOM,SG]",ŋgá r kúɽì,1
2829,HH20210728,2190.674,2.198,0,kíɲâlɛ̀ɾɛ́ kúɽì,tic,Himidan,kéɲâĺgɛ́ kúɽì,"aux[CLG,IPFV,WH.CLASS,3PL.OBJ,1PL.EXCL.SBJ] forest[NOM,SG]",ŋgá kúɽì,1
2830,HH20220405,236.38,2.15,0,kéɲɔ́ lídɔ́ t̪ɔ́wə̀nì,tic,Himidan,kéɲɔ́ lídɔ́ t̪ɔ́wɜ̀nì,"shatter[VENT,IPFV,left_h] pot[ACC,SG] now[]",keɲ lídí t̪ɔ́wɜ̀nì,1
2831,HH20210728,2475.291,1.9649999999999999,0,kìɲálɛ̂rɛ́ kúɽì,tic,Himidan,kìbátɛ́ŕ kúɽì,"marry[CLG,VENT,PFV,1PL.INCL.OBJ] forest[NOM,SG]",ib kúɽì,1
2836,HH20210714,3400.99,4.82,0,kìjàt̪ɔ́ kúkʊ̀ŋʊ́ ŋɔ́mɔ̀,tic,Himidan,kìjàt̪ɔ́ kúkùŋú ŋɔ́mɔ̀,"beat-loc[CLG,VENT,PFV] 1st.born.male.child[ACC,SG] food/bread[NOM,PL,left_h]",ij-at̪ kúkù lɔ̀mɔ̀,1
2806,HH20210305,594.057,0.5,0,kárò,tic,Himidan,káɾó,"break[VENT,IPFV,left_h]",kaɾ,1
2807,HH20220206-2,2475.305,2.5300000000000002,0,káɾó ágílà ɲágɛ́ ɔ̀bðí,tic,Himidan,káɾó ágà ɲátɛ́ ɔ̀bə̀ðɔ́,"break[VENT,IPFV,left_h] aux[CLG,IT,PFV,2SG.SBJ] aux[CLƝ,IPFV,1DU.INCL.OBJ] shoot/rub[VENT,IPFV]",kaɾ ŋgá ŋgá ɔbəð,1
2808,HH20220326-3,321.285,1.67,0,kárò kìcə̀lò,tic,Himidan,káɾó kìcə̀lò,"break[VENT,IPFV,left_h] good[CLG]",kaɾ icəlo,1
2809,HH09022020,33.208,1.293,0,káɾó lɛ̀mùðɛ̀,tic,Himidan,káɾó lə̀mùt̪ɛ̀,"break[VENT,IPFV,left_h] sip[CLL,IT,DEP]",kaɾ mut̪,1
2810,HH09022020,29.485,1.473,0,káɾó lɛ́mùðɛ̀,tic,Himidan,káɾó lə́mùt̪ɛ̀,"break[VENT,IPFV,left_h] sip[CLL,IT,DEP,left_h]",kaɾ mut̪,1
2813,HH09022020,96.542,1.4,0,káɾór lɛ̀mùðɛ̀,tic,Himidan,káɾóŕ lə̀mùt̪ɛ̀,"break[VENT,IPFV,1PL.INCL.SBJ,left_h] sip[CLL,IT,DEP]",kaɾ mut̪,1
2814,HH20220805-1,1274.324,3.571,0,ɜ́ɾt̪íɲáɾɛ́ ɲàvə̀lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ t̪ɔ́wə̀nì,tic,Himidan,káɾt̪ìt̪átɛ́ ɲə̀və̀lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ t̪ɔ́wɜ̀nì,"tell-ben[CLG,VENT,PFV,1DU.INCL.OBJ,left_h] pull[CLƝ,IT,DEP] herb/root[ACC,PL] now[]",aɾt̪-it̪ vəlɛð ðə̀ðɛ̀ɽì t̪ɔ́wɜ̀nì,1
2815,HH20220201,334.905,0.68,0,kárɔ́,tic,Himidan,káɾɔ́,"say[CLG,VENT,PFV,left_h]",aɾ,1
2839,HH20230619,1143.53,1.3599999999999999,0,kìjɔ́ ŋɔ́mɔ̀,tic,Himidan,kìjɔ́ ŋɔ́mɔ̀,"beat[CLG,VENT,PFV] food/bread[NOM,PL,left_h]",ij lɔ̀mɔ̀,1
2840,HH20210714,3614.216,1.455,0,kìjɔ́ ŋɔ́mɔ̀ ŋgúkʊ̀,tic,Himidan,kìjɔ́ ŋɔ́mɔ̀ kúkù,"beat[CLG,VENT,PFV] food/bread[NOM,PL,left_h] 1st.born.male.child[NOM,SG]",ij lɔ̀mɔ̀ kúkù,1
2841,HH20230619,202.19,1.06,0,kìjɔ́ ŋɔ́mɔ̀ nɛ̀,tic,Himidan,kìjɔ́ ŋɔ́mɔ̀ nɛ̀,"beat[CLG,VENT,PFV] food/bread[NOM,PL,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ]",ij lɔ̀mɔ̀ ŋgá,1
2842,HH20230516,2049.86,2.76,0,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋgɔ́cɔ̀ ŋávɛ́ d̪úd̪ɔ̀ ùnɛ̀ɾɛ̀,tic,Himidan,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ kɔ́cɔ̀ ŋávɛ́ d̪úd̪ɔ̀ ùnɛ́ɾɛ́,"beat[CLG,VENT,PFV] food/bread[NOM,PL,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] take[IT,IPFV] water[ACC,SG] ground[NOM,SG,left_h] yesterday[]",ij lɔ̀mɔ̀ ŋgá kɛc ŋáó ðùd̪ɔ̀ ùnɛ́ɾɛ́,1
2843,HH20230516,2026.18,2.38,0,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋgɛ́cì ŋávɛ́ d̪úd̪ɔ̀ ùnɛ̀ɾɛ̀,tic,Himidan,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ kɛ́cì ŋávɛ́ d̪úd̪ɔ̀ ùnɛ́ɾɛ́,"beat[CLG,VENT,PFV] food/bread[NOM,PL,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] take[IT,PFV] water[ACC,SG] ground[NOM,SG,left_h] yesterday[]",ij lɔ̀mɔ̀ ŋgá kɛc ŋáó ðùd̪ɔ̀ ùnɛ́ɾɛ́,1
2844,HH20230531-2,1729.79,4.02,0,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ nə̀rə́ŋì ùnɛ́ɾɛ̂,tic,Himidan,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ nə̀rùŋì ùnɛ́ɾɛ́,"beat[CLG,VENT,PFV] food/bread[NOM,PL,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] wait[CLN,IT,DEP] yesterday[]",ij lɔ̀mɔ̀ ŋgá ruŋ ùnɛ́ɾɛ́,1
