index,recording_id,start,duration,channel,text,language,speaker,text_normalized,gloss,lemmata,fst_normalized,num_raw_variants
7863,HH20220220-2,89.735,2.015,0,ŋɛ́n ŋɔ̂ɽàt̪ɔ́ nɛ̀ lə̀vɛ̌r,tic,Himidan,ngen ngorato ne l@ver,"dog[NOM,SG] run-loc[CLŊ,VENT,PFV,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n ɔɽ-at̪ ŋgá lə̀və́r,ŋɛ́n ŋɔ́ɽàt̪ɔ́ nɛ̀ lə̀və́r,2
7864,HH20220220-2,101.726,3.1,0,ŋɛ́n ŋɔ̂ɽàt̪ɔ́ nɛ̀ lə̀vɛ̀r,tic,Himidan,ngen ngorato ne l@ver,"dog[NOM,SG] run-loc[CLŊ,VENT,PFV,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n ɔɽ-at̪ ŋgá lə̀və́r,ŋɛ́n ŋɔ́ɽàt̪ɔ́ nɛ̀ lə̀və́r,2
7865,HH20220220-2,192.826,1.9580000000000002,0,ŋɛ́n ŋɔ̂ɽìt̪ɔ́ àpɾíɲà,tic,Himidan,ngen ngorito aprina,"dog[NOM,SG] run-ben[CLŊ,VENT,PFV,left_h] boy[ACC,SG]",ŋɛ́n ɔɽ-it̪ àpɾí,ŋɛ́n ŋɔ́ɽìt̪ɔ́ àpɾíɲá,2
7866,HH20220220-2,154.43,1.9580000000000002,0,ŋɛ́n ŋɔ̂ɽìt̪ɔ̀ àpɾíɲǎ,tic,Himidan,ngen ngorito aprina,"dog[NOM,SG] run-ben[CLŊ,VENT,DEP,left_h] boy[ACC,SG]",ŋɛ́n ɔɽ-it̪ àpɾí,ŋɛ́n ŋɔ́ɽìt̪ɔ̀ àpɾíɲá,2
7871,HH20220912,1474.505,0.86,0,ŋɛ́nɛ̌,tic,Himidan,ngene,"dog[ACC,SG]",ŋɛ́n,ŋɛ́nɛ́,2
7872,HH20231006,379.175,0.738,0,ŋɛ̀nɛ̀,tic,Himidan,ngene,one[CLŊ],<CL>ɛ́nɛ̀,ŋɛ́nɛ̀,2
773,HH11182020,563.1,2.632,0,ánɔŋga kɛ́nɔ̀nt̪ɔ́t̪ɔ́ ŋɛ̌n t̪òlèɲâ,tic,Himidan,anongga kenontoto ngen tolena,"listen[VENT,PFV,3SG.OBJ,2SG.SBJ] aux enter-loc[CLG,VENT,IPFV,3SG.OBJ,1SG.SBJ,aux] dog[NOM,SG] lion[ACC,SG]",n ŋgá ant̪-ɛt̪ ŋɛ́n t̪òlé,áǹɔ́ŋ kɛ́_ɔ̀nt̪ɔ̀t̪ɔ́ ŋɛ́n t̪òlèɲá,2
774,HH11182020,528.004,3.0,0,ánɔŋga kɛ́nɔ̀nt̪ɔ́t̪ɔ́ ŋɛ̌n t̪òlèɲà,tic,Himidan,anongga kenontoto ngen tolena,"listen[VENT,PFV,3SG.OBJ,2SG.SBJ] aux enter-loc[CLG,VENT,IPFV,3SG.OBJ,1SG.SBJ,aux] dog[NOM,SG] lion[ACC,SG]",n ŋgá ant̪-ɛt̪ ŋɛ́n t̪òlé,áǹɔ́ŋ kɛ́_ɔ̀nt̪ɔ̀t̪ɔ́ ŋɛ́n t̪òlèɲá,2
7248,HH08212020-2,1197.016,3.325,0,mùðú kòɲá ŋámánú ŋàmɽárè,tic,Himidan,mudu kona ngamanu ngamrare,"leopard[NOM,SG] shatter[VENT,IMP] aux boil[CLŊ,VENT,IPFV,aux] put.REDUP-loc[CLŊ,IT,DEP]",mùðù keɲ ŋgá man arɽ-at̪,mùðù kèɲá ŋá_mànú ŋàrɽàt̪ɛ̀,2
750,HH20201021-1,1675.56,1.07,0,ànlír nìjɔ̌,tic,Himidan,anlir nijo,"parent/child-in-law[NOM,SG,1PL.INCL] beat[CLN,VENT,PFV]",ùn ij,ùnɜ̀lír nìjɔ́,2
751,HH20201021-1,248.37,2.37,0,ànlír níjɔ̀,tic,Himidan,anlir nijo,"parent/child-in-law[NOM,SG,1PL.INCL] listen-caus[IT,IPFV]",ùn n-ij,ùnɜ̀lír níjɔ̀,2
752,HH20201021-1,1648.61,1.52,0,ànlír níjɔ̀ ùlùŋù,tic,Himidan,anlir nijo ulungu,"parent/child-in-law[NOM,SG,1PL.INCL] listen-caus[IT,IPFV] last.year[]",ùn n-ij ùlùŋú,ùnɜ̀lír níjɔ̀ ùlùŋú,2
7249,HH08212020-2,1288.323,2.534,0,mùðù kòɲá ŋámánú ŋàmɽárè,tic,Himidan,mudu kona ngamanu ngamrare,"leopard[NOM,SG] shatter[VENT,IMP] aux boil[CLŊ,VENT,IPFV,aux] put.REDUP-loc[CLŊ,IT,DEP]",mùðù keɲ ŋgá man arɽ-at̪,mùðù kèɲá ŋá_mànú ŋàrɽàt̪ɛ̀,2
7156,HH20220629-2,3302.185,1.06,0,lùrnɔ̀ lávə̀lɛ̀ðɔ̀,tic,Himidan,lurno lav@ledo,"grandfather/grandchild[NOM,PL] aux pull[CLL,VENT,IPFV,aux]",ùrnɔ̀ ŋgá vəlɛð,lùrnɔ̀ lá_və̀lɛ̀ðɔ́,2
7209,HH20211012,3413.102,0.974,0,méðɔ́ ðâr,tic,Himidan,medo dar,"plait[VENT,IPFV,left_h] rope[NOM,SG]",mɛð ðár,mɛ́ðɔ́ ðár,2
7210,HH20211019-1,2577.51,0.8200000000000001,0,mɛ́ðɔ́ ðàr,tic,Himidan,medo dar,"plait[VENT,IPFV,left_h] rope[NOM,SG]",mɛð ðár,mɛ́ðɔ́ ðár,2
753,HH20201021-1,1686.61,1.3599999999999999,0,ànlír níjɔ̀ ùlùŋǔ,tic,Himidan,anlir nijo ulungu,"parent/child-in-law[NOM,SG,1PL.INCL] listen-caus[IT,IPFV] last.year[]",ùn n-ij ùlùŋú,ùnɜ̀lír níjɔ̀ ùlùŋú,2
754,HH20201021-1,269.615,2.38,0,ànɲà nìjɔ̂,tic,Himidan,anna nijo,"FOC[] beat[CLN,VENT,PFV]",àn ij,àn nìjɔ́,2
755,HH20201021-1,324.515,1.31,0,ànɲá nìjɔ̂,tic,Himidan,anna nijo,"FOC[] beat[CLN,VENT,PFV]",àn ij,àn nìjɔ́,2
7147,HH20220629-2,3350.71,1.26,0,lùrnɔ̀ láúrmɛ̀ðɔ̀,tic,Himidan,lurno laurmedo,"grandfather/grandchild[NOM,PL] aux laugh[CLL,IT,IPFV,aux]",ùrnɔ̀ ŋgá urmuð,lùrnɔ̀ lá_úrmùðɔ̀,2
7150,HH20220405,141.955,2.71,0,lùrnɔ̀ làvə̀ðàcí ùnɛ̀ɾɛ̀,tic,Himidan,lurno lav@daci unere,"grandfather/grandchild[NOM,PL] press[CLL,VENT,PFV] yesterday[]",ùrnɔ̀ avəðac ùnɛ́ɾɛ́,lùrnɔ̀ làvə̀ðàcí ùnɛ́ɾɛ́,2
7151,HH20220405,151.91,2.36,0,lùrnɔ̀ lávə̀ðàcì ùnɛ̀ɾɛ̀,tic,Himidan,lurno lav@daci unere,"grandfather/grandchild[NOM,PL] press[CLL,IT,DEP,left_h] yesterday[]",ùrnɔ̀ avəðac ùnɛ́ɾɛ́,lùrnɔ̀ lávə̀ðàcì ùnɛ́ɾɛ́,2
7152,HH20220629-2,3268.41,0.96,0,lùrnɔ̀ lávə́lɛ̀ðà,tic,Himidan,lurno lav@leda,"grandfather/grandchild[NOM,PL] aux pull[CLL,IT,IPFV,aux]",ùrnɔ̀ ŋgá vəlɛð,lùrnɔ̀ lá_və́lɛ̀ðà,2
534,HH06112021,1349.133,4.987,0,ǎn ɔ́ɟɔ́ kámìɲàcí úrnɔ̌ ðə̀lə̀ŋà ðálə̀ŋɔ́ŋ,tic,Himidan,an ojo kaminaci urno d@l@nga dal@ngong,"FOC[] who[] love-loc[CLG,VENT,PFV,left_h] grandfather/grandchild[NOM,SG,left_h] give.birth[CLÐ,VENT,DEP] sing[CLÐ,VENT,PFV,3SG.OBJ,left_h]",àn ɔ́ɟɔ́ amiɲ-ac ùrnɔ̀ ləŋ aleŋ,àn ɔ́ɟɔ́ kámìɲàcí úrnɔ̀ ðə̀lə̀ŋà ðálèŋɔ́ŋ,2
7949,HH20230429-2,235.51,2.24,0,ŋgàðə́nɔ̀nà ðɛ̀t̪àló t̪àwə̀nì,tic,Himidan,nggad@nona detalo taw@ni,"aux look[CLG,IT,IPFV,aux] father[ACC,SG,2SG/2PL] urinate-antip[CLT̪,IT,DEP]",ŋgá nɔn ɛt̪ aw-ið,ŋgá_nɔ́nà ðɛ̀t̪àló t̪àwìðì,2
7950,HH20230429-2,239.605,2.3,0,ŋgàðə́nɔ̀nà ðɛ̀t̪áló t̪àwə̀nì,tic,Himidan,nggad@nona detalo taw@ni,"aux look[CLG,IT,IPFV,aux] father[NOM,SG,2SG/2PL] urinate-antip[CLT̪,IT,DEP]",ŋgá nɔn ɛt̪ aw-ið,ŋgá_nɔ́nà ðɛ́t̪áló t̪àwìðì,2
503,HH20231104,250.65,2.38,0,àn ŋɔ́ðɔ́ ŋɛ́nɔ̀nɔ́ ŋɛ́n únɛ́rɛ̂,tic,Himidan,an ngodo ngenono ngen unere,"FOC[] grind[CLŊ,VENT,PFV,left_h] look[CLŊ,VENT,PFV,left_h] dog[NOM,SG] yesterday[left_h]",àn ɔð nɔn ŋɛ́n ùnɛ́ɾɛ́,àn ŋɔ́ðɔ́ ŋə́nɔ̀nɔ́ ŋɛ́n únɛ́ɾɛ́,2
504,HH20231104,555.79,2.43,0,àn ŋɔ́ðɔ́ ŋɛ́nɔ̀nɔ́ ŋɛ́n unɛ̀rɛ̀,tic,Himidan,an ngodo ngenono ngen unere,"FOC[] grind[CLŊ,VENT,PFV,left_h] look[CLŊ,VENT,PFV,left_h] dog[NOM,SG] stab[CLN,IT,DEP]",àn ɔð nɔn ŋɛ́n r,àn ŋɔ́ðɔ́ ŋə́nɔ̀nɔ́ ŋɛ́n nə̀r̀ɛ̀,2
7977,HH08212020-2,1362.812,0.9480000000000001,0,ŋgádíjɜ̌,tic,Himidan,nggadije,"aux beat[CLG,IT,PFV,aux,left_h]",ŋgá ij,ŋgá_íjɛ̀,2
7978,HH08212020-2,1365.614,1.041,0,ŋgádíjɜ̀,tic,Himidan,nggadije,"aux beat[CLG,IT,PFV,aux,left_h]",ŋgá ij,ŋgá_íjɛ̀,2
7048,HH20210810,1219.204,1.933,0,lùrìjɔ̌ lìcə̀lò,tic,Himidan,lurijo lic@lo,"climb.down-caus[CLL,VENT,DEP] good[CLL]",ur-ij icəlo,lùrìjɔ̀ lìcə̀lò,2
7049,HH20220326-3,795.975,1.85,0,lùrìjɔ́ lìcə̀lò,tic,Himidan,lurijo lic@lo,"cucumber[NOM,SG] good[CLL]",lùɾìjɔ́ icəlo,lùɾìjɔ́ lìcə̀lò,2
7068,HH20220111-3,1028.388,1.5430000000000001,0,lùrnɔ̀ lá ìlɔ̀ðɔ́ díjò,tic,Himidan,lurno la ilodo dijo,"grandfather/grandchild[NOM,PL] aux[CLL,IPFV] buy/sell[VENT,IPFV] cow[NOM,SG,left_h]",ùrnɔ̀ ŋgá ilɛð dìjɔ́,lùrnɔ̀ lá ìlɔ̀ðɔ́ díjɔ́,2
7069,HH20220111-3,1060.902,1.105,0,lùrnɔ̀ lá ílɔ̀ðɔ̀ dìjò,tic,Himidan,lurno la ilodo dijo,"grandfather/grandchild[NOM,PL] aux[CLL,IPFV] buy/sell[IT,IPFV] cow[NOM,SG]",ùrnɔ̀ ŋgá ilɛð dìjɔ́,lùrnɔ̀ lá ílɔ̀ðɔ̀ dìjɔ́,2
7072,HH20220405,214.46,1.8399999999999999,0,lùrnɔ̀ lábə́ɽɔ̀ nd̪ɔ̀bà,tic,Himidan,lurno lab@ro ndoba,"grandfather/grandchild[NOM,PL] aux hit[CLL,IT,IPFV,aux] tomorrow[]",ùrnɔ̀ ŋgá biɽ nd̪ɔ̀bà,lùrnɔ̀ lá_bíɽɔ̀ nd̪ɔ̀bà,2
7073,HH20220405,222.055,2.25,0,lùrnɔ̀ lábə̀ɽɔ́ nd̪ɔ̀bà,tic,Himidan,lurno lab@ro ndoba,"grandfather/grandchild[NOM,PL] aux hit[CLL,VENT,IPFV,aux] tomorrow[]",ùrnɔ̀ ŋgá biɽ nd̪ɔ̀bà,lùrnɔ̀ lá_bìɽɔ́ nd̪ɔ̀bà,2
776,HH20211123,577.295,0.99,0,ànt̪ɔ́ ɛ́ɽɛ̀,tic,Himidan,anto ere,"enter[VENT,PFV,2SG.SBJ] inside.house[NOM,SG]",ant̪ ɛ́ɽɛ́,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,2
777,HH20211123,549.115,1.26,0,ánt̪ɔ́ ɛ́ɽɛ̀,tic,Himidan,anto ere,"listen-ben[VENT,PFV,2SG.SBJ] inside.house[NOM,SG]",n-it̪ ɛ́ɽɛ́,ánìt̪ɔ́ ɛ́ɽɛ́,2
779,HH20211012,511.447,0.934,0,ànùŋùl,tic,Himidan,anungul,"kindle[CLN,VENT,PFV,WH.LOCATIVE,3SG.OBJ]",ud̪,nùŋd̪úl,2
780,HH20211012,518.1,1.187,0,ànúŋûl,tic,Himidan,anungul,"die[CLG,VENT,PFV,WH.LOCATIVE,3SG.OBJ]",aj,kàjúŋúl,2
784,HH20210714,2393.02,2.07,0,àór jɛ́ŕlɛ̀nd̪ìnɔ̀ ndɔ̀bà,tic,Himidan,aor jerlendino ndoba,"door[NOM,SG] chase-pass[VENT,PFV,1SG.SBJ] tomorrow[]",àúr rlɛɲ-in nd̪ɔ̀bà,àúr jɛ́r̀lɛ̀ɲìnɔ́ nd̪ɔ̀bà,2
7153,HH20220629-2,3253.845,1.2,0,lùrnɔ̀ lávə́lɛ̀ðǎ,tic,Himidan,lurno lav@leda,"grandfather/grandchild[NOM,PL] aux pull[CLL,IT,IPFV,aux]",ùrnɔ̀ ŋgá vəlɛð,lùrnɔ̀ lá_və́lɛ̀ðà,2
7155,HH20220629-2,3298.91,1.0,0,lùrnɔ̀ lávə̀lɛ̀ðɔ́,tic,Himidan,lurno lav@ledo,"grandfather/grandchild[NOM,PL] aux pull[CLL,VENT,IPFV,aux]",ùrnɔ̀ ŋgá vəlɛð,lùrnɔ̀ lá_və̀lɛ̀ðɔ́,2
7116,HH20220403-1,339.214,3.226,0,lùrnɔ̀ láŋɔ̀ŋnɔ̀ nd̪ɔ̀bà,tic,Himidan,lurno langongno ndoba,"grandfather/grandchild[NOM,PL] see-pass[CLL,VENT,PFV,3SG.OBJ,left_h] tomorrow[]",ùrnɔ̀ aŋ-in nd̪ɔ̀bà,lùrnɔ̀ láŋìŋnú nd̪ɔ̀bà,2
7123,HH20220327-1,3270.749,2.25,0,lùrnɔ̀ láɾə́mnà ìt̪ə̀lɔ́ kájít̪ɔ̀,tic,Himidan,lurno lar@mna it@lo kajito,"grandfather/grandchild[NOM,PL] aux boil[CLL,IT,IPFV,aux] year[NOM,SG] die-ben[CLG,VENT,DEP,left_h]",ùrnɔ̀ ŋgá man ìt̪ə̀lɔ́ aj-it̪,lùrnɔ̀ lá_mánà ìt̪ə̀lɔ́ kájìt̪ɔ̀,2
7124,HH20220327-1,3308.913,1.842,0,lùrnɔ̀ láɾə̀mná ìt̪ə̀lɔ́ kájít̪ɔ̀,tic,Himidan,lurno lar@mna it@lo kajito,"grandfather/grandchild[NOM,PL] palm.leaf.basket[NOM,SG,left_h] year[NOM,SG] die-ben[CLG,VENT,DEP,left_h]",ùrnɔ̀ làɾân ìt̪ə̀lɔ́ aj-it̪,lùrnɔ̀ láɾân ìt̪ə̀lɔ́ kájìt̪ɔ̀,2
8007,HH01222021,1469.744,1.81,0,ŋ̀gàlvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,tic,Himidan,nggalv@lede unere,"aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,ŋgàl_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,2
8012,HH02122021,1671.401,1.869,0,ŋ̀gâlvə̀lɛ̀ðó ǹdòbàgɛ̀,tic,Himidan,nggalv@ledo ndobage,"aux pull[CLG,VENT,IPFV,3SG.OBJ,3SG.SBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,ŋgál_və̀lɛ̀ðɔ́ nd̪ɔ̀bàgɛ̀,2
7928,HH20220306-2,1725.505,3.7199999999999998,0,ŋgá ɔ̀ɽcàcìðìjìt̪ɔ̀ ŋɔ̀ɾà kúkùŋù nd̪ɔ̀bà,tic,Himidan,ngga orcacidijito ngora kukungu ndoba,"aux[CLG,IPFV] mourn-caus-ben[VENT,IPFV] insult[CLŊ,IT,DEP] 1st.born.male.child[ACC,SG] tomorrow[]",ŋgá ɽaɲið-ij-it̪ ɔɾ kúkù nd̪ɔ̀bà,ŋgá ɽàɲìðìjìt̪ɔ́ ŋɔ̀ɾɛ̀ kúkùŋú nd̪ɔ̀bà,2
7929,HH20220306-2,1689.99,4.05,0,ŋgá ɔ́ɽcàcìðìjìt̪ɔ̀ ŋɔ̀ɾà kúkùŋù nd̪ɔ̀bà,tic,Himidan,ngga orcacidijito ngora kukungu ndoba,"aux[CLG,IPFV] mix-caus-ben[IT,IPFV] insult[CLŊ,IT,DEP] 1st.born.male.child[ACC,SG] tomorrow[]",ŋgá uɽiðið-ij-it̪ ɔɾ kúkù nd̪ɔ̀bà,ŋgá úɽìðìðìjìt̪ɔ̀ ŋɔ̀ɾɛ̀ kúkùŋú nd̪ɔ̀bà,2
6987,HH20211116-1,1345.335,1.48,0,lɔ́t̪ɔ̀ ŋán nd̪ɔ̀bà,tic,Himidan,loto ngan ndoba,"prison[NOM,SG,left_h] milk[NOM,PL] tomorrow[]",lɔ̀t̪ɔ́ lán nd̪ɔ̀bà,lɔ́t̪ɔ́ ŋán nd̪ɔ̀bà,2
6988,HH20211116-1,1395.405,2.65,0,lɔ̂t̪ɔ́ ŋán nd̪ɔ̀bà,tic,Himidan,loto ngan ndoba,"prison[NOM,SG,left_h] milk[NOM,PL] tomorrow[]",lɔ̀t̪ɔ́ lán nd̪ɔ̀bà,lɔ́t̪ɔ́ ŋán nd̪ɔ̀bà,2
7125,HH20220327-1,2810.866,3.086,0,lùrnɔ̀ láɽà ìt̪ə̀lɔ́ kájít̪ɔ̀,tic,Himidan,lurno lara it@lo kajito,"grandfather/grandchild[NOM,PL] put[CLL,VENT,DEP,left_h] year[NOM,SG] die-ben[CLG,VENT,DEP,left_h]",ùrnɔ̀ aɽ ìt̪ə̀lɔ́ aj-it̪,lùrnɔ̀ láɽà ìt̪ə̀lɔ́ kájìt̪ɔ̀,2
7126,HH20220327-1,2852.167,2.993,0,lùrnɔ̀ lâɽá ìt̪ə̀lɔ́ kájít̪ɔ̀,tic,Himidan,lurno lara it@lo kajito,"grandfather/grandchild[NOM,PL] plough[VENT,IMP,left_h] year[NOM,SG] die-ben[CLG,VENT,DEP,left_h]",ùrnɔ̀ laɽ ìt̪ə̀lɔ́ aj-it̪,lùrnɔ̀ láɽá ìt̪ə̀lɔ́ kájìt̪ɔ̀,2
7128,HH20220327-1,2729.479,1.6640000000000001,0,lùrnɔ̀ láɽà nd̪ɔ̀bà,tic,Himidan,lurno lara ndoba,"grandfather/grandchild[NOM,PL] put[CLL,VENT,DEP,left_h] tomorrow[]",ùrnɔ̀ aɽ nd̪ɔ̀bà,lùrnɔ̀ láɽà nd̪ɔ̀bà,2
7129,HH20220327-1,2775.016,1.457,0,lùrnɔ̀ lâɽá nd̪ɔ̀bà,tic,Himidan,lurno lara ndoba,"grandfather/grandchild[NOM,PL] plough[VENT,IMP,left_h] tomorrow[]",ùrnɔ̀ laɽ nd̪ɔ̀bà,lùrnɔ̀ láɽá nd̪ɔ̀bà,2
785,HH20210714,2421.21,3.07,0,àór jɛ́r̀lɛ̀nd̪ìnɔ́ ndɔ̀bà,tic,Himidan,aor jerlendino ndoba,"door[NOM,SG] chase-pass[VENT,PFV,1SG.SBJ] tomorrow[]",àúr rlɛɲ-in nd̪ɔ̀bà,àúr jɛ́r̀lɛ̀ɲìnɔ́ nd̪ɔ̀bà,2
787,HH20211018,732.195,1.22,0,àpá ìndɔ̌,tic,Himidan,apa indo,"carry[VENT,IMP] drum[ACC,SG]",ap ìndò,àpá ìndɔ̀,2
788,HH20211018,737.769,1.001,0,àpá ìndɔ̀,tic,Himidan,apa indo,"carry[VENT,IMP] drum[ACC,SG]",ap ìndò,àpá ìndɔ̀,2
7144,HH20220405,479.715,2.33,0,lùrnɔ̀ láúmɔ̀ðɔ̀ nd̪ɔ̀bà,tic,Himidan,lurno laumodo ndoba,"grandfather/grandchild[NOM,PL] aux count[CLL,IT,IPFV,aux] tomorrow[]",ùrnɔ̀ ŋgá umɛð nd̪ɔ̀bà,lùrnɔ̀ lá_úmɔ̀ðɔ̀ nd̪ɔ̀bà,2
7145,HH20220405,488.325,2.32,0,lùrnɔ̀ láùmɔ̀ðɔ́ nd̪ɔ̀bà,tic,Himidan,lurno laumodo ndoba,"grandfather/grandchild[NOM,PL] aux count[CLL,VENT,IPFV,aux] tomorrow[]",ùrnɔ̀ ŋgá umɛð nd̪ɔ̀bà,lùrnɔ̀ lá_ùmɔ̀ðɔ́ nd̪ɔ̀bà,2
7146,HH20220629-2,3368.49,1.3,0,lùrnɔ̀ láùrmɛ̀ðɔ̀,tic,Himidan,lurno laurmedo,"grandfather/grandchild[NOM,PL] laugh[CLL,VENT,DEP]",ùrnɔ̀ urmuð,lùrnɔ̀ lùrmùðɔ̀,2
841,HH20210322-2,424.116,2.466,0,àprí jâbòt̪ɔ́ ùɽì,tic,Himidan,apri jaboto uri,"boy[NOM,SG] climb.up[CLJ,VENT,PFV,left_h] tree[NOM,PL]",àpɾí abot̪ ðùɽì(1),àpɾí jábòt̪ɔ́ ùɽì,2
842,HH20210322-2,564.497,1.845,0,àprí jâbòt̪ɔ́ úɽì,tic,Himidan,apri jaboto uri,"boy[NOM,SG] climb.up[CLJ,VENT,PFV,left_h] tree[NOM,PL,left_h]",àpɾí abot̪ ðùɽì(1),àpɾí jábòt̪ɔ́ úɽì,2
7085,HH20220726-2,1065.375,2.27,0,lùrnɔ̀ làðə́vr̀ðɔ̀ álɛ́ t̪ɔ̀wə̀nì,tic,Himidan,lurno lad@vrdo ale tow@ni,"grandfather/grandchild[NOM,PL] aux throw[CLL,VENT,IPFV,aux] stone[ACC,SG] now[]",ùrnɔ̀ ŋgá vrð âl t̪ɔ́wɜ̀nì,lùrnɔ̀ lá_vr̀ðɔ́ álɛ́ t̪ɔ́wɜ̀nì,2
7086,HH20220726-2,1076.515,2.29,0,lùrnɔ̀ làðə́vr̀ðɔ́ álɛ́ t̪ɔ̀wə̀nì,tic,Himidan,lurno lad@vrdo ale tow@ni,"grandfather/grandchild[NOM,PL] aux throw[CLL,VENT,IPFV,aux] stone[ACC,SG] now[]",ùrnɔ̀ ŋgá vrð âl t̪ɔ́wɜ̀nì,lùrnɔ̀ lá_vr̀ðɔ́ álɛ́ t̪ɔ́wɜ̀nì,2
807,HH20211018,701.28,1.25,0,ápɔ́ ìndɔ̌,tic,Himidan,apo indo,"hit[VENT,PFV,2SG.SBJ] drum[ACC,SG]",p ìndò,ápɔ́ ìndɔ̀,2
808,HH20211018,637.625,1.11,0,ápɔ́ ìndɔ̀,tic,Himidan,apo indo,"hit[VENT,PFV,2SG.SBJ] drum[ACC,SG]",p ìndò,ápɔ́ ìndɔ̀,2
816,HH20231104,631.09,2.7800000000000002,0,àprí jə̀gàràt̪ɔ́ ðówɛ̀ ǹ ləvə́r únɛ́rɛ̂,tic,Himidan,apri j@garato dowe n l@v@r unere,"boy[NOM,SG] break-loc[CLJ,VENT,PFV] stick[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG,left_h] yesterday[left_h]",àpɾí kaɾ-at̪ ðô ŋgá lə̀və́r ùnɛ́ɾɛ́,àpɾí jə̀kàɾàt̪ɔ́ ðówɛ́ nɛ̀ lə́və́r únɛ́ɾɛ́,2
7105,HH20220405,94.07,2.81,0,lùrnɔ̀ lǎmàcí ní ùnɛ́ɾɛ̀,tic,Himidan,lurno lamaci ni unere,"grandfather/grandchild[NOM,PL] wait[CLL,VENT,PFV,left_h] here[] yesterday[]",ùrnɔ̀ amac ní ùnɛ́ɾɛ́,lùrnɔ̀ lámàcí ní ùnɛ́ɾɛ́,2
7106,HH20220405,84.42,2.63,0,lùrnɔ̀ làmàcí ní ùnɛ́ɾɛ̀,tic,Himidan,lurno lamaci ni unere,"grandfather/grandchild[NOM,PL] wait[CLL,VENT,PFV] here[] yesterday[]",ùrnɔ̀ amac ní ùnɛ́ɾɛ́,lùrnɔ̀ làmàcí ní ùnɛ́ɾɛ́,2
7110,HH20220712-2,193.8,2.87,0,lùrnɔ̀ lámút̪ɔ̀ ŋúcɔ́ nd̪ɔ̀bà,tic,Himidan,lurno lamuto nguco ndoba,"grandfather/grandchild[NOM,PL] aux sip[CLL,IT,IPFV,aux] soup[NOM,PL] tomorrow[]",ùrnɔ̀ ŋgá mut̪ lúcɔ́ nd̪ɔ̀bà,lùrnɔ̀ lá_mút̪ɔ̀ ŋúcɔ́ nd̪ɔ̀bà,2
7111,HH20220712-2,217.7,2.12,0,lùrnɔ̀ lámùt̪ɔ́ ŋúcɔ́ nd̪ɔ̀bà,tic,Himidan,lurno lamuto nguco ndoba,"grandfather/grandchild[NOM,PL] aux sip[CLL,VENT,IPFV,aux] soup[NOM,PL] tomorrow[]",ùrnɔ̀ ŋgá mut̪ lúcɔ́ nd̪ɔ̀bà,lùrnɔ̀ lá_mùt̪ɔ́ ŋúcɔ́ nd̪ɔ̀bà,2
7115,HH20220403-1,381.536,2.731,0,lùrnɔ̀ lâŋɔ̀ŋnɔ́ nd̪ɔ̀bà,tic,Himidan,lurno langongno ndoba,"grandfather/grandchild[NOM,PL] see-pass[CLL,VENT,PFV,3SG.OBJ,left_h] tomorrow[]",ùrnɔ̀ aŋ-in nd̪ɔ̀bà,lùrnɔ̀ láŋìŋnú nd̪ɔ̀bà,2
6973,HH20220201,653.9,1.23,0,lɔ́rɔ́ lìcə̀lò,tic,Himidan,loro lic@lo,"back[NOM,SG] good[CLL]",lɔ́rɔ́ icəlo,lɔ́rɔ́ lìcə̀lò,2
516,HH20220629-1,1184.655,3.24,0,àn ɔ́ɟɔ́ kə́ðìɲɔ́ múðɔ̀,tic,Himidan,an ojo k@dino mudo,"FOC[] who[] fear[CLG,VENT,PFV,left_h] leopard[NOM,SG,left_h]",àn ɔ́ɟɔ́ ðiɲ(1) mùðù,àn ɔ́ɟɔ́ kə́ðìɲɔ́ múðù,2
517,HH20220629-1,1218.88,1.83,0,àn ɔ́ɟɔ́ kə́ðíɲɔ́ múðɔ̀,tic,Himidan,an ojo k@dino mudo,"FOC[] who[] fear[CLG,VENT,PFV,left_h] leopard[NOM,SG,left_h]",àn ɔ́ɟɔ́ ðiɲ(1) mùðù,àn ɔ́ɟɔ́ kə́ðìɲɔ́ múðù,2
8006,HH01222021,1685.698,2.8890000000000002,0,ŋ̀gǎ̀lvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,tic,Himidan,nggalv@lede unere,"aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,ŋgàl_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,2
