index,eaf_text,fst_text,lemmata,gloss,num_eaf_variants
1429,làlírvə́lɛ̂ðɛ́r,làĺ və́lɛ̀ðɛ̀,ŋgá vəlɛð,"aux pull[CLL,IT,PFV,3PL.OBJ,aux]",3
1427,làlírvə́lɛ̂ðɛ̌r,làĺ və́lɛ̀ðɛ̀,ŋgá vəlɛð,"aux pull[CLL,IT,PFV,3PL.OBJ,aux]",3
1407,lə̀və̀lɛ̀ðáló únɛ̀rɛ̀,lə̀və̀lɛ̀ðáló únɛ́ɾɛ́,vəlɛð ùnɛ́ɾɛ́,"pull[CLL,VENT,PFV,3PL.OBJ,2SG.SBJ] yesterday[left_h]",3
1421,lɜ́lívə́lɛ̂ðɔ́,lɛ́ĺ və̀lɛ̀ðɔ́,ŋgá vəlɛð,"aux pull[CLL,VENT,IPFV,3PL.OBJ,1SG.SBJ,aux]",3
1452,làŋə́l və́lɛ̂ðɛ̀,làŋúl və́lɛ̀ðɛ̀,aŋ vəlɛð,"see[CLL,VENT,PFV,WH.LOCATIVE] pull[IT,PFV]",3
1401,lɛ́lvə́lɛ̂ðɔ́,lɛ́ĺ və̀lɛ̀ðɔ́,ŋgá vəlɛð,"aux pull[CLL,VENT,IPFV,3PL.OBJ,1SG.SBJ,aux]",3
1458,làŋə̀l və́lɛ̂ðɛ̌,làŋúl və́lɛ̀ðɛ̀,aŋ vəlɛð,"see[CLL,VENT,PFV,WH.LOCATIVE] pull[IT,PFV]",3
1455,lə̀və̀lɛ̀ðɔ́lóŋgó,lə̀və̀lɛ̀ðɔ́lɔ́ŋú,vəlɛð,"pull[CLL,VENT,PFV,3PL.OBJ,3SG.SBJ]",3
1447,lə̀və̀lɛ̀ðɔ́lóŋò,lə̀və̀lɛ̀ðɔ́lɔ́ŋú,vəlɛð,"pull[CLL,VENT,PFV,3PL.OBJ,3SG.SBJ]",3
9039,nùjɛ́l,nùjɛ̀l,ùjɛ̀l,"shadow/photo[NOM,PL]",3
8877,úrmʊ́ðɔ̂ɔ́,úrmúðɔ́,urmuð,"laugh[IT,IMP]",3
8876,úrmʊ́ðɔ̂,úrmúðɔ́,urmuð,"laugh[IT,IMP]",3
8945,làd̪úɾì,là d̪úɾɛ̀,ŋgá d̪uɾ,"aux stop[CLL,IT,PFV,aux]",3
8944,là d̪úɾǐ,là d̪úɾɛ̀,ŋgá d̪uɾ,"aux[CLL,IT,PFV] stop[IT,PFV]",3
8942,làd̪úɾǐ,là d̪úɾɛ̀,ŋgá d̪uɾ,"aux stop[CLL,IT,PFV,aux]",3
153,kə̀vlɛ̀ðɛ́ɲárɛ́ ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðéɲárɛ́ ùnɛ́ɾɛ́,vəlɛð ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,1PL.EXCL.OBJ] yesterday[]",3
1419,lɛ̌lívə́lɛ̂ðà ndɔ̀bàgɛ̀,lɛ́ĺ və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLL,IT,IPFV,3PL.OBJ,1SG.SBJ,aux] tomorrow[]",3
2221,àdɔ̀ŋnɔ́ álɛ̀,ádɔ̀ŋðɔ́ álɛ́,dɔŋð âl,"push[VENT,PFV,2SG.SBJ] stone[ACC,SG]",3
2220,ádɔ́ŋnɔ́ álɛ̀,ádɔ̀ŋðɔ́ álɛ́,dɔŋð âl,"push[VENT,PFV,2SG.SBJ] stone[ACC,SG]",3
2143,ŋgánɔ̂nǎ sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,ŋgá nɔ́nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,ŋgá nɔn sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,aux] donkey.DIM[NOM,SG] tomorrow[]",3
2053,ðàó ðá úrnɔ̀ və̀lèðɔ́,ðà ðá úrnɔ̀ və̀lɛ̀ðɔ́,ŋgá ŋgá ùrnɔ̀ vəlɛð,"aux[CLÐ,IT,PFV] aux[CLÐ,IPFV] grandfather/grandchild[NOM,SG,left_h] pull[VENT,IPFV]",3
2089,ŋàmàð ŋìclò,ŋə̀màð ŋìcə̀lò,ŋə̀màð icəlo,"friendship[NOM,SG] good[CLŊ]",3
2088,ŋàmáð ŋìclò,ŋə̀màð ŋìcə̀lò,ŋə̀màð icəlo,"friendship[NOM,SG] good[CLŊ]",3
9202,ðɾɔ́ðǎ,ðə́ɾɔ́ðá,ɾɔð,"cook[CLÐ,INF]",3
9203,ðɾɔ́ðà,ðə́ɾɔ́ðá,ɾɔð,"cook[CLÐ,INF]",3
114,ŋ̀gǎ̀lvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,ŋgá vəlɛð ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux] yesterday[]",3
26,án ɔ́ɟɔ́ kálvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,àn ɔ́ɟɔ́ kál və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,àn ɔ́ɟɔ́ ŋgá vəlɛð ùnɛ́ɾɛ́,"FOC[] who[] aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux,left_h] yesterday[]",3
2848,lə̀rlànd̪ɔ́ áór ùnɛ̀rɛ̀,lə̀ɾ̀làndɔ́ áúr ùnɛ́ɾɛ́,ɾland àúr ùnɛ́ɾɛ́,"close[CLL,VENT,PFV] door[NOM,SG,left_h] yesterday[]",3
2145,ŋgánɔ̂nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,ŋgá nɔ́nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,ŋgá nɔn sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,aux] donkey.DIM[NOM,SG] tomorrow[]",3
2144,ŋ̀gánɔ̂nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,ŋgá nɔ́nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,ŋgá nɔn sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,aux] donkey.DIM[NOM,SG] tomorrow[]",3
9250,lìdárlɛ̀j,ld̪ɛ́rlɛ́j,d̪ɛ́r,"maternal.aunt/uncle[NOM,PL,1SG/1PL.EXCL]",3
9388,lìjàrjɔ́,lə̀jàjɔ́,jaj,"eat.REDUP[CLL,VENT,PFV]",3
102,ŋ̀gɛ̀və́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,ŋgá vəlɛð ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,3SG.OBJ,1SG.SBJ,aux] yesterday[]",3
595,ɲàláɽə̀ŋàt̪ǎ ŋávè,ɲál áɽə̀ŋàt̪à ŋávɛ́,ŋgá aɽəŋat̪ ŋáó,"aux fetch[CLƝ,IT,IPFV,3SG.OBJ,3SG.SBJ,aux] water[ACC,SG]",3
9249,lìdɜ́rlɛ̀j,ld̪ɛ́rlɛ́j,d̪ɛ́r,"maternal.aunt/uncle[NOM,PL,1SG/1PL.EXCL]",3
9260,wɛ̀n,ùn,ùn,parent/child-in-law[],3
9274,lə̀dárlɛ̀j,ld̪ɛ́rlɛ́j,d̪ɛ́r,"maternal.aunt/uncle[NOM,PL,1SG/1PL.EXCL]",3
9387,lə̀jàrjɔ́,lə̀jàjɔ́,jaj,"eat.REDUP[CLL,VENT,PFV]",3
25,án ɔ́ɟɔ́ kálvə̀lɛ̀ðɛ̌ ùnɛ́ɾɛ̀,àn ɔ́ɟɔ́ kál və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,àn ɔ́ɟɔ́ ŋgá vəlɛð ùnɛ́ɾɛ́,"FOC[] who[] aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux,left_h] yesterday[]",3
2165,ŋǎn ŋìcàlò,ŋán ŋìcə̀lò,lán icəlo,"milk[NOM,PL] good[CLŊ]",3
2845,ɛ́rlánd̪ɔ́ àór,ɾ́lándɔ́ àúr,ɾland àúr,"close[IT,IMP] door[NOM,SG]",3
2844,rlánd̪ɔ́ àór,ɾ́lándɔ́ àúr,ɾland àúr,"close[IT,IMP] door[NOM,SG]",3
2777,là líɟí údɛ̀ ùnɛ̀ɾɛ̀,là líɟí úd̪ɛ̀ ùnɛ́ɾɛ́,ŋgá ùɟí ud̪ ùnɛ́ɾɛ́,"aux[CLL,IT,PFV] person[NOM,PL,left_h] kindle[IT,PFV] yesterday[]",3
2781,nùðɛ̀ nìcə̀lò,nùðɛ̀ nìcə̀lò,ùðɛ̀ icəlo,"gazelle/antelope[NOM,PL] good[CLN]",3
2780,nùðɛ́ nìcə̀lò,nùðɛ̀ nìcə̀lò,ùðɛ̀ icəlo,"gazelle/antelope[NOM,PL] good[CLN]",3
2628,bɔ́lɔ́ t̪ɔ́wə̀ní,bɔ́lú t̪ɔ́wɜ̀nì,bɔl t̪ɔ́wɜ̀nì,"wrestle[VENT,IPFV,left_h] now[]",3
2689,là líɟí úd̪ɛ̀ ùnɛ́rɛ́,là líɟí úd̪ɛ̀ ùnɛ́ɾɛ́,ŋgá ùɟí ud̪ ùnɛ́ɾɛ́,"aux[CLL,IT,PFV] person[NOM,PL,left_h] kindle[IT,PFV] yesterday[]",3
2694,là líɟí úd̪ɛ̀ ùnɛ̀rɛ̀,là líɟí úd̪ɛ̀ ùnɛ́ɾɛ́,ŋgá ùɟí ud̪ ùnɛ́ɾɛ́,"aux[CLL,IT,PFV] person[NOM,PL,left_h] kindle[IT,PFV] yesterday[]",3
2531,làmìɲí lɔ́mɛ́ ùnɛ̀ɾɛ̀,làmìɲí lɔ́mɛ́ ùnɛ́ɾɛ́,amiɲ lɔ́mɛ́ ùnɛ́ɾɛ́,"love[CLL,VENT,PFV] rain[NOM,SG] yesterday[]",3
2609,lǎmìɲǐ lɔ́mɛ́ ùnɛ́ɾɛ́,làmìɲí lɔ́mɛ́ ùnɛ́ɾɛ́,amiɲ lɔ́mɛ́ ùnɛ́ɾɛ́,"love[CLL,VENT,PFV] rain[NOM,SG] yesterday[]",3
2608,làmìɲí lɔ́mɛ́ ùnɛ́ɾɛ́,làmìɲí lɔ́mɛ́ ùnɛ́ɾɛ́,amiɲ lɔ́mɛ́ ùnɛ́ɾɛ́,"love[CLL,VENT,PFV] rain[NOM,SG] yesterday[]",3
2222,ádɔ́ŋnɔ́ álɛ̌,ádɔ̀ŋðɔ́ álɛ́,dɔŋð âl,"push[VENT,PFV,2SG.SBJ] stone[ACC,SG]",3
2586,làɛ́dì álɛ́ ùnɛ́ɾɛ́,là ɜ́dì álɛ́ ùnɛ́ɾɛ́,ŋgá ɜd âl ùnɛ́ɾɛ́,"aux touch[CLL,IT,PFV,aux] stone[ACC,SG] yesterday[]",3
2588,làɛ́dì álɛ́ ùnɛ̀ɾɛ̀,là ɜ́dì álɛ́ ùnɛ́ɾɛ́,ŋgá ɜd âl ùnɛ́ɾɛ́,"aux touch[CLL,IT,PFV,aux] stone[ACC,SG] yesterday[]",3
2587,làɛ́dǐ álɛ́ ùnɛ́ɾɛ́,là ɜ́dì álɛ́ ùnɛ́ɾɛ́,ŋgá ɜd âl ùnɛ́ɾɛ́,"aux touch[CLL,IT,PFV,aux] stone[ACC,SG] yesterday[]",3
2389,ǎn kɛ̀ɽìɲáɲàgɛ̌,àn kə̀ɽìɲáɲàgɛ́,àn ɽiɲ,"FOC[] kill[CLG,VENT,PFV,WH.CLASS,3SG.OBJ,1PL.EXCL.SBJ]",3
2388,ǎn kàɽìɲáɲàgɛ̌,àn kə̀ɽìɲáɲàgɛ́,àn ɽiɲ,"FOC[] kill[CLG,VENT,PFV,WH.CLASS,3SG.OBJ,1PL.EXCL.SBJ]",3
2392,ǎn kə̀ɽìɲáɲàggɛ̀,àn kə̀ɽìɲáɲàgɛ́,àn ɽiɲ,"FOC[] kill[CLG,VENT,PFV,WH.CLASS,3SG.OBJ,1PL.EXCL.SBJ]",3
108,ŋ̀gàlvə́lɛ̂ðɛ̌r ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,ŋgá vəlɛð ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux] yesterday[]",3
9037,nùjɛ́lɛ́,nùjɛ̀l,ùjɛ̀l,"shadow/photo[NOM,PL]",3
9073,ànáó,ánó,ánó,PARTICLE[],3
106,ŋ̀gàlvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,ŋgá vəlɛð ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux] yesterday[]",3
101,ŋ̀gɛ̀və́lɛ̂ðɛ̌ ùnɛ́ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,ŋgá vəlɛð ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,3SG.OBJ,1SG.SBJ,aux] yesterday[]",3
1760,ɛ́rlánd̪ɔ́ àòr,ɾ́lándɔ́ àúr,ɾland àúr,"close[IT,IMP] door[NOM,SG]",3
8651,kə̀ŋàcî,kə̀ŋàcí,ŋac,"give[CLG,VENT,PFV]",3
336,ðǎvə́lɛ̂ðà ndòbàgɛ̀,ðá və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLÐ,IT,IPFV,aux] tomorrow[]",3
7,ðə̀və̀lɛ̀ðɔ̀,ðə̀və̀lɛ̀ðɔ́,vəlɛð,"pull[CLÐ,VENT,PFV]",3
992,ágíɲárvə̀lɛ̀ðà nd̪ɔ̀bàgɛ̀,ágéɲár və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,1PL.EXCL.OBJ,2SG.SBJ,aux] tomorrow[]",3
991,ágíɲárɛ́və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ágéɲár və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,1PL.EXCL.OBJ,2SG.SBJ,aux] tomorrow[]",3
6432,və̀lɛ̀ðâl t̪ɔ́wə̀nì,və̀lɛ̀ðá t̪ɔ́wɜ̀nì,vəlɛð t̪ɔ́wɜ̀nì,"pull[VENT,IMP] now[]",3
6431,və̀lɛ̀ðáŋ t̪ɔ́wə̀nì,və̀lɛ̀ðá t̪ɔ́wɜ̀nì,vəlɛð t̪ɔ́wɜ̀nì,"pull[VENT,IMP] now[]",3
6430,və̀lɛ̀ðá t̪ɔ́wə̀nì,və̀lɛ̀ðá t̪ɔ́wɜ̀nì,vəlɛð t̪ɔ́wɜ̀nì,"pull[VENT,IMP] now[]",3
6498,ǎl vɜ́ɽ̀ àdám t̪ɔ̀wə̀nì,âl vɜ́ɽì àdám t̪ɔ́wɜ̀nì,âl vɜɽ àdám t̪ɔ́wɜ̀nì,"stone[NOM,SG] return(transitive)[IT,PFV] book[NOM,SG] now[]",3
997,ŋgáŋvə́lɛ̂ðà nd̪ɔ̀bàgɛ̀,ŋgá və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,aux] tomorrow[]",3
1389,lɛ́lvə́lɛ̂ðɛ̀lo,lɛ́ĺ və́lɛ̀ðɛ̀,ŋgá vəlɛð,"aux pull[CLL,IT,PFV,3PL.OBJ,1SG.SBJ,aux,left_h]",3
6189,ðɛ̀lə̀ŋà ðìcə̀lò,ðə̀lə̀ŋà ðìcə̀lò,ləŋ icəlo,"give.birth[CLÐ,VENT,DEP] good[CLÐ]",3
6343,ŋgáŋ ɔ́ɽɟɛ̀cà ánó nd̪ɔ̀bà,ŋgá ɔ́ɽɟɛ̀cà ánó nd̪ɔ̀bà,ŋgá ɔɽɟɛc ánó nd̪ɔ̀bà,"aux[CLG,IPFV] help[IT,IPFV] PARTICLE[] tomorrow[]",3
6340,ŋgá ɔ́ɽɟɛ̀cà ánó nd̪ɔ̀bà,ŋgá ɔ́ɽɟɛ̀cà ánó nd̪ɔ̀bà,ŋgá ɔɽɟɛc ánó nd̪ɔ̀bà,"aux[CLG,IPFV] help[IT,IPFV] PARTICLE[] tomorrow[]",3
6388,ŋgá ɔ̂ɽɟɛ̀cà ánó nd̪ɔ̀bà,ŋgá ɔ́ɽɟɛ̀cà ánó nd̪ɔ̀bà,ŋgá ɔɽɟɛc ánó nd̪ɔ̀bà,"aux[CLG,IPFV] help[IT,IPFV] PARTICLE[] tomorrow[]",3
1073,ɜító lə́və̀lɛ̀ðɛ̀r ðàr,pít̪ɔ́ lə́və̀lɛ̀ðɛ̀ ðár,p-it̪ vəlɛð ðár,"hit-ben[VENT,IPFV,left_h] pull[CLL,IT,DEP,left_h] rope[NOM,SG]",3
1072,ɜító ləvə̀lɛ̀ðɛ̀ ðàr,pít̪ɔ́ lə́və̀lɛ̀ðɛ̀ ðár,p-it̪ vəlɛð ðár,"hit-ben[VENT,IPFV,left_h] pull[CLL,IT,DEP,left_h] rope[NOM,SG]",3
1070,ɜító lə́və̀lɛ̀ðɛ̀ ðàr,pít̪ɔ́ lə́və̀lɛ̀ðɛ̀ ðár,p-it̪ vəlɛð ðár,"hit-ben[VENT,IPFV,left_h] pull[CLL,IT,DEP,left_h] rope[NOM,SG]",3
5850,ídɜ́rɛ́j kìcə̀lʊ̀,íd̪ɛ́rɛ́j kìcə̀lò,d̪ɛ́r icəlo,"maternal.aunt/uncle[NOM,SG,1SG/1PL.EXCL] good[CLG]",3
258,lěɲálvə́lɛ̂ðɔ́ nd̪ɔ̀bàgɛ̀,léɲáĺ və́lɛ̀ðɔ́ nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLL,VENT,IPFV,3PL.OBJ,2PL.SBJ,aux] tomorrow[]",3
257,lǐɲálvə́lɛ̂ðɔ́ nd̪ɔ̀bàgɛ̀,léɲáĺ və́lɛ̀ðɔ́ nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLL,VENT,IPFV,3PL.OBJ,2PL.SBJ,aux] tomorrow[]",3
8645,lɛ̀dè,lèdé,lèdé,"coconut/doleib[NOM,SG]",3
990,ŋgávə́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,aux] tomorrow[]",3
8546,èlè,ɛ̀lɛ̀,ɛ̀là(1),"gourd.piece[ACC,SG]",3
314,àpɾí jâvlɛ̀ðɔ́ ðáŋàlà,àpɾí já və̀lɛ̀ðɔ́ ðáŋàlà,àpɾí ŋgá vəlɛð ðàŋàl,"boy[NOM,SG] aux pull[CLJ,VENT,IPFV,aux] sheep[ACC,SG,left_h]",3
897,ùrnɔ̀ kə̀və̀lɛ̀ðɔ́ ðáŋâlà,ùrnɔ̀ kə̀və̀lɛ̀ðɔ́ ðáŋàlà,ùrnɔ̀ vəlɛð ðàŋàl,"grandfather/grandchild[NOM,SG] pull[CLG,VENT,PFV] sheep[ACC,SG,left_h]",3
896,ùrnɔ̌ kə̀və̀lɛ̀ðɔ́ ðáŋàlà,ùrnɔ̀ kə̀və̀lɛ̀ðɔ́ ðáŋàlà,ùrnɔ̀ vəlɛð ðàŋàl,"grandfather/grandchild[NOM,SG] pull[CLG,VENT,PFV] sheep[ACC,SG,left_h]",3
6705,lâb̀ðɔ́ úðɛ́ nd̪ɔ̀bà,lábùðɔ́ úðɛ̀ nd̪ɔ̀bà,abuð ùðɛ̀ nd̪ɔ̀bà,"dance[CLL,VENT,PFV,left_h] gazelle/antelope[NOM,SG,left_h] tomorrow[]",3
6704,lâbə̀ðɔ́ úðɛ́ nd̪ɔ̀bà,lábùðɔ́ úðɛ̀ nd̪ɔ̀bà,abuð ùðɛ̀ nd̪ɔ̀bà,"dance[CLL,VENT,PFV,left_h] gazelle/antelope[NOM,SG,left_h] tomorrow[]",3
6703,lâbə̀ðó úðɛ̀ nd̪ɔ̀bà,lábùðɔ́ úðɛ̀ nd̪ɔ̀bà,abuð ùðɛ̀ nd̪ɔ̀bà,"dance[CLL,VENT,PFV,left_h] gazelle/antelope[NOM,SG,left_h] tomorrow[]",3
940,lə̀və̀lɛ̀ðáló ûnɛ̀rɛ̀,lə̀və̀lɛ̀ðáló únɛ́ɾɛ́,vəlɛð ùnɛ́ɾɛ́,"pull[CLL,VENT,PFV,3PL.OBJ,2SG.SBJ] yesterday[left_h]",3
939,lə̀və̀lɛ̀ðáló únɛ́rɛ̀,lə̀və̀lɛ̀ðáló únɛ́ɾɛ́,vəlɛð ùnɛ́ɾɛ́,"pull[CLL,VENT,PFV,3PL.OBJ,2SG.SBJ] yesterday[left_h]",3
6682,lâlə̀ŋɔ́ nd̪ɔ̀bà,lálèŋɔ́ nd̪ɔ̀bà,aleŋ nd̪ɔ̀bà,"sing[CLL,VENT,PFV,left_h] tomorrow[]",3
8652,kə̀ŋàcîí,kə̀ŋàcí,ŋac,"give[CLG,VENT,PFV]",3
6603,lá dɔ́ɽðàt̪à ìŋná nd̪ɔ̀bà,lá dɔ́ɽðàt̪à ə̀ŋná nd̪ɔ̀bà,ŋgá dɔɽðat̪ ə̀ŋná nd̪ɔ̀bà,"aux[CLL,IPFV] fix[IT,IPFV] house[NOM,SG] tomorrow[]",3
6639,ládɔ́ɽðàt̪à ìŋnà nd̪ɔ̀bà,lá dɔ́ɽðàt̪à ə̀ŋná nd̪ɔ̀bà,ŋgá dɔɽðat̪ ə̀ŋná nd̪ɔ̀bà,"aux fix[CLL,IT,IPFV,aux] house[NOM,SG] tomorrow[]",3
970,kə̀və̀lɛ̀ðɛ́ɲáɾɛ́ ùnɛ̀ɾɛ̀,kə̀və̀lɛ̀ðéɲárɛ́ ùnɛ́ɾɛ́,vəlɛð ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,1PL.EXCL.OBJ] yesterday[]",3
971,kə̀və̀lɛ̀ðɛ́ɲárɛ́ ùnɛ̀ɾɛ̀,kə̀və̀lɛ̀ðéɲárɛ́ ùnɛ́ɾɛ́,vəlɛð ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,1PL.EXCL.OBJ] yesterday[]",3
6502,àl vɜ́ɽɔ̀ àdám t̪ɔ́wə̀nì,âl vɜ́ɽì àdám t̪ɔ́wɜ̀nì,âl vɜɽ àdám t̪ɔ́wɜ̀nì,"stone[NOM,SG] return(transitive)[IT,PFV] book[NOM,SG] now[]",3
6501,ál vɜ́ɽɔ̀ àdám t̪ɔ́wə̀nì,âl vɜ́ɽì àdám t̪ɔ́wɜ̀nì,âl vɜɽ àdám t̪ɔ́wɜ̀nì,"stone[NOM,SG] return(transitive)[IT,PFV] book[NOM,SG] now[]",3
952,lə̀və̀lɛ̀ðáɲáló únɛ́rɛ̀,lə̀və̀lɛ̀ðáɲál únɛ́ɾɛ́,vəlɛð ùnɛ́ɾɛ́,"pull[CLL,VENT,PFV,WH.LOCATIVE,3SG.OBJ,2PL.SBJ] yesterday[left_h]",3
8678,ànú,ánó,ánó,PARTICLE[],3
8622,úrmúðɔ́,úrmúðɔ́,urmuð,"laugh[IT,IMP]",3
8642,lɛ̀dɛ̀,lèdé,lèdé,"coconut/doleib[NOM,SG]",3
8653,kə̀ŋàcí,kə̀ŋàcí,ŋac,"give[CLG,VENT,PFV]",3
6604,ládɔ́ɽðàt̪à ìŋná nd̪ɔ̀bà,lá dɔ́ɽðàt̪à ə̀ŋná nd̪ɔ̀bà,ŋgá dɔɽðat̪ ə̀ŋná nd̪ɔ̀bà,"aux fix[CLL,IT,IPFV,aux] house[NOM,SG] tomorrow[]",3
1323,ðǎŋvə́lɛ̂ðà ndɔ̀bàgɛ̀,ðá və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLÐ,IT,IPFV,aux] tomorrow[]",3
4765,làɾán lìcìlɔ̀,làɾân lìcə̀lò,làɾân icəlo,"palm.leaf.basket[NOM,SG] good[CLL]",3
4764,làɾán lìcìlɔ́,làɾân lìcə̀lò,làɾân icəlo,"palm.leaf.basket[NOM,SG] good[CLL]",3
8752,tə́vɔ́ ðǎr,t̪ə́vɔ́ ðár,t̪əv ðár,"slice[VENT,IPFV,left_h] rope[NOM,SG]",3
8749,tə́vɔ́ ðàr,t̪ə́vɔ́ ðár,t̪əv ðár,"slice[VENT,IPFV,left_h] rope[NOM,SG]",3
4860,nòðɛ̀ nìcə̀lò,nùðɛ̀ nìcə̀lò,ùðɛ̀ icəlo,"gazelle/antelope[NOM,PL] good[CLN]",3
4673,làmìɲí lá ùrù,làmìɲí lá ùrú,amiɲ ŋgá ur,"love[CLL,VENT,PFV] aux[CLL,IPFV] climb.down[VENT,IPFV]",3
4672,làmìɲí lá ùrǔ,làmìɲí lá ùrú,amiɲ ŋgá ur,"love[CLL,VENT,PFV] aux[CLL,IPFV] climb.down[VENT,IPFV]",3
4678,làmìɲí láùrù,làmìɲí lá ùrú,amiɲ ŋgá ur,"love[CLL,VENT,PFV] aux climb.down[CLL,VENT,IPFV,aux]",3
1321,ðǎŋvə́lɛ̂ðǎ ndɔ̀bàgɛ̀,ðá və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLÐ,IT,IPFV,aux] tomorrow[]",3
8643,lɛ̀dɛ̌,lèdé,lèdé,"coconut/doleib[NOM,SG]",3
4418,ɜ́ɾt̪î və́lɛ́ðɔ́ èdɔ̀ɽɔ̀ t̪ɔ́wə̀nì,áɾt̪ɛ̀ və́lɛ́ðɔ́ èdɔ̀ɽɔ̀ t̪ɔ́wɜ̀nì,aɾt̪ vəlɛð ðə̀ðɛ̀ɽì t̪ɔ́wɜ̀nì,"tell[IT,PFV] pull[IT,IMP] herb/root[ACC,PL] now[]",3
4417,ɜ̀ɾt̪î və́lɛ́ðɔ́ èdɔ̀ɽɔ̀ t̪ɔ́wə̀nì,áɾt̪ɛ̀ və́lɛ́ðɔ́ èdɔ̀ɽɔ̀ t̪ɔ́wɜ̀nì,aɾt̪ vəlɛð ðə̀ðɛ̀ɽì t̪ɔ́wɜ̀nì,"tell[IT,PFV] pull[IT,IMP] herb/root[ACC,PL] now[]",3
4413,àɾt̪î və́lɛ́ðɔ́ èdɔ̀ɽɔ̀ t̪ɔ́wə̀nì,áɾt̪ɛ̀ və́lɛ́ðɔ́ èdɔ̀ɽɔ̀ t̪ɔ́wɜ̀nì,aɾt̪ vəlɛð ðə̀ðɛ̀ɽì t̪ɔ́wɜ̀nì,"tell[IT,PFV] pull[IT,IMP] herb/root[ACC,PL] now[]",3
4373,lávà ðə́və̀rlɛ̀ðà èdɔ̀ɽɔ̀ án jít̪ɔ̀,lápà ðə́və̀lɛ̀ðà èdɔ̀ɽɔ̀ àn jít̪ɔ̀,ap vəlɛð ðə̀ðɛ̀ɽì àn j-it̪,"carry[CLL,VENT,DEP,left_h] pull[CLÐ,VENT,DEP,left_h] herb/root[ACC,PL] FOC[] eat-ben[IT,IPFV]",3
