,sentence,record_type,keyword,loss,wctc_loss,pred_strings
6,lɔ̀mɔ̀ lúɔ́ kɔ́ɽɜ́l káɾɛ̀,negative,lɛ́ŋgɛ́n,289.62164306640625,49.51531219482422,ᶑʔ˞ᶑəəʔ˞ ˞  ˞˞˞˞˞˞  ʔ˞ ˞ ˞ʔ ˞ ˞˞    ᶑ˞ ˞ ˞ ˞   ˞ʔᶑʔəəᶑʔᶑ ˞˞˞   ˞    ˞˞ ʑ  ˞ʔ  ʔ˞ʔ   ᶑ ʔ ʔ ˞ʔ   ʔ˞ʔ˞˞ə˞˞ʔəə
7,t̪ɔ́ɾt̪ɔ́l lɛ̀rdì t̪ɔ́wɜ̀nì,negative,lɛ́ŋgɛ́n,310.660400390625,48.55725860595703,ʔᶑ˞ʔ˞ᶑᶑʔ˞ ʔ ʔ ʔʔ˞ʔ˞ᶑ˞əəᶑ  ɑ  ˞˞˞ᶑ˞˞˞ɑᶑ˞˞˞ʔ˞˞˞˞ ˞ʔᶑʔʔ ʔ  ʔʔʔʔᶑ   ˞˞  ᶑʔʔɑ ʔ ʔ   ˞ʔʔ ʔʔ ʔ ʔʔ ʔʔʔʔ˞ə˞ɞʔəəəəəə
8,ɛ́là ðínd̪ɔ̀t̪ɔ̀ ɛ̀là nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,314.6889953613281,49.12744903564453,ʔəɸəʔəʔʔ˞ ʔʔʔʔ˞ʔ˞ʔʔʔ˞˞ ʔ˞˞ʔ   ʔ ˞˞ʔ˞ ʕ ʔ ˞  ˞˞˞ ˞˞˞ɑʔθ˞˞˞ʔ˞ ˞  ʔ    ˞˞ʔʔ˞˞˞ ˞˞˞˞ ˞˞˞˞ ʔ ˞˞ʔʔ˞˞ʔ˞ʔʔ˞əəəəəəø
9,áŋt̪ɔ́ú lə̀vɜ̀ɽì àdám,negative,lɛ́ŋgɛ́n,338.22113037109375,50.61921691894531,ʔᶑ˞ᶑ˞ʔᶑʰ ʔ˞˞ʔ˞ʔ˞˞˞˞˞ ˞˞˞˞˞˞ʔ˞ ˞ˤᶑ˞˞˞˞˞ᶑ˞˞˞ ʔ˞˞g˞˞˞ʢ˞˞˞˞˞ʰ˞ʔ˞˞ʔ˞˞ᶑ˞ᶑ˞ᶑᶑ˞˞ᶑʔ˞ʔʰ˞ᶑ  ʔᶑʔᶑ˞ʔ˞əʔ˞ʔəʰəʔəɸəəəəəəəə
10,ɟíðɛ́cí dìjɔ́ dún,negative,lɛ́ŋgɛ́n,316.2728271484375,44.67835235595703,˞˞˞˞˞˞ɸ˞ɱ˞˞˞˞˞˞ ʷ ʷʷʷʷʷʷ̥˞ʷʷɱʷ ʷ˞˞˞˞˞˞˞ʷʷ˞˞˞˞˞ʷʷ˞ɱɱ˞˞ɱ˞ʷɱ˞ɱɱɱ˞ɱ˞˞ɱ˞ɱ˞˞˞ɱ˞˞˞˞ ˞˞ɱɱ˞˞˞˞˞˞ɱ˞˞˞gɱɱ˞˞˞˞ɸ˞˞˞˞ɸ˞ø
11,ðáɽíðá ásá ðɔ́dà àdám ðìcə̀lò,negative,lɛ́ŋgɛ́n,230.88417053222656,46.80815887451172,˞˞ɮ    ˞˞˞˞˞˞ ˞˞˞ ˞˞ ˞ ˞     ˞g ˞ ˞˞   ˞ɮ   ˞    ˞ ɮɮ˞ ɮ           ˞   ˞         ˞˞ ˞˞ ˞  ɮɮ˞ ɮ ɸɸǃǁøɸǃɸʏɸ
0,lá kɔ́t̪ìt̪ìðɔ̀ lɛ̀ŋgɛ́n ìbɔ́,positive,lɛ́ŋgɛ́n,346.1441955566406,48.824256896972656,˞ʔ ˞˞˞˞ ˞˞˞˞ᶑ˞˞ɮ˞˞˞p˞˞˞ ˞ ˞ʔʔʔ ʔʔ ʔ ʔʔʔʔ ˞ ˞ ˞  ʔʔ  ʔʔ   ˞ ʔ˞ᶑᶑʔ ʔʔ ʔʔʔ   ʔ ʔ  ʔʔ  ʔʔʔ  ˞˞˞ ˞  ˞˞˞˞˞˞˞˞ ˞˞˞˞˞˞˞˞˞˞
1,át̪ú ɔ́ɽɟɛ̀cìnɔ̀ kúkùŋú ánó dɛ̀,negative,lɛ́ŋgɛ́n,371.06317138671875,46.02073669433594,ʔ˞ ʔ˞ᶑθ˞əəəə˞ᶑᶑ˞˞˞˞ʰ ˞ ʔʔ  ˞ʔʔʔʔəəəəəəəʔ˞ ˞  ˞˞˞˞˞˞˞˞˞˞˞ʔ˞ˠ˞˞˞ə˞ᶑəʔʂ˞˞a ˞ ˞ ʔ   ˞ ˞˞˞˞˞˞ˤ˞  ˞˞˞ʰɑ  ˞    ʔʔʔʔɸəɸʔəə
2,lə̀r̀lɛ̀ɲí úðɛ̀ ùnɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,356.50994873046875,51.478641510009766,əəəəəəᶑə ˞  ˞  ˞˞˞ ˞˞ ˞˞ ˞     ʔ ˞˞˞ʷ˞˞˞  ˞ʔ˞ʔ ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ ˞˞˞˞ ʊ  ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ ˞˞˞ɞ˞˞˞ ˞˞˞˞˞˞˞ᶑ ə˞˞ˠəəəəəə
3,àn ɔ́ndì kíjɔ́ŋ ùnɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,363.687744140625,49.976348876953125,ᶑ˞˞˞˞ᶑ ˞˞ ˞ ˞ ʔ˞˞˞˞˞ ʔ  ʔʔ ʔʔʔ ˠ ʔʔʔʔ  ʔ  ʔ ˞   ˠ˞ ˞˞ ˞ ˞˞˞˞ʔ˞˞˞əəəəəəʔəə˞əə˞ʔ ʔ˞ʔ˞˞ˠ˞ ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ʔʔʔ˞˞˞əəə
4,jáŋú lɛ́ŋgɛ́n,positive,lɛ́ŋgɛ́n,351.5433349609375,49.57245635986328,əɸɸ˞əəəə˞gʔ˞ ˞    ˞ ˞˞˞ ˞˞˞˞˞  ˞˞ˠ˞˞ ˞˞˞˞˞˞˞˞˞ ˞ᶑ˞ᶑ˞əθ˞ɸ ʔ  ʔ  ʔ ʔ˞ ˞  ˞ ʰ   ˞ʔ  ʔ ʔ  ʔ ˞ʑ˞˞ʑ˞ ʑ˞˞ʔ˞ɸʔʔ əəəəəəəəəə
5,ká nɔ́nà lɛ̀ŋgàló t̪àwìðì,negative,lɛ́ŋgɛ́n,381.9889221191406,50.735145568847656,əəɸəəəəə˞ ˞˞˞˞˞˞˞˞˞˞˞ ˞˞˞˞ˤ˞˞˞˞˞˞ˤ˞˞˞ ˞ˤ˞ʔ˞˞ʔʔʔʕ ʔ˞ʔ˞ʰʔə˞˞˞˞˞˞ ˞˞˞˞˞ˠ˞˞˞˞˞˞˞˞ ˤ˞˞˞˞˞˞ ˞˞ʔʔʔʔʔʔəəəəəəəɸəəəɸəəəəəəəə
6,lɔ́ɾɔ́ lìcò,negative,lɛ́ŋgɛ́n,358.52685546875,50.09868621826172,ɸəəəɸəʔəʔʔəə ˞ᶑ˞˞ᶑ   ˞˞˞         ˞ ᶑ˞˞ ˞˞˞˞ᶑʔᶑᶑᶑʔʔ ʔʔ˞˞ ˞ʔ ˞  ˞˞ʔ˞ʔʔʔ˞ʔ˞ʔ˞ ʔʷʔ˞ʔ ˞˞˞ʔᶑ ˞ ʔʔʔœʔ  əʔʔʔʔʔʔʔəəəʔɸəəəəə
7,lə̀ǹɔ́ nɔ́ŋnɔ̀ ùnɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,344.3147277832031,51.175262451171875,˞ʔəˠə ʰᶑ˞˞ ʔ ˞˞˞˞˞˞˞ʰ˞˞ ˞˞ ˞ ˞˞˞˞˞˞˞˞ ˞˞ ˞˞˞˞˞˞˞˞˞˞  ˞˞˞˞˞ᶑ˞˞˞˞˞ ˞˞˞˞˞˞˞    ˞  ˞˞˞˞˞<sos/eos>˞˞˞˞˞ ʔ˞˞ ˞˞˞˞ə˞ʔʔ˞˞əəəəəəəəø
8,ŋùbút̪ú ŋìcə̀lò,negative,lɛ́ŋgɛ́n,334.7499694824219,49.654136657714844,ʔ˞˞ʔʔ˞ʔ˞ʔʔʔʔəʰʔᶑᶑə ʔ˞ ˞ʔʰʔ ˞ᶑ  ɑ ɑ˞  ˞˞ʔ˞  ʔp˞ʔʔ ᶑ˞˞˞˞˞˞ʔ˞θ˞ ˞˞  ˞ʔʔʔʔʔʔʔʔʔʔ ʔ ʔ  ˞ɱʰᶑ ˞ʔ ʔʰ˞ʔ ˞ʔʔʔ˞˞˞ʔʔ˞˞əəəəəəəə
9,là áɾðɛ̀ ìrɔ́ ùnɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,358.9546813964844,49.16046905517578,˞ᶑəəəʔəə˞˞əəᶑʔᶑʔ˞˞˞˞˞˞ʔ˞ɑɑ˞˞˞˞˞˞ʕ˞˞˞˞˞˞˞˞ʰ˞ʔ˞˞˞ᶑ ˞˞˞˞ʔ˞ ʔ ˞˞ʔ ʔʑ˞ ˞˞˞˞˞˞ʂ˞˞˞˞ ˞˞   ˞˞ʔ ˞˞ʔ˞ ˞˞˞˞ ʔ˞˞˞˞ʔ˞˞əəəəəəəəə
10,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɾà àbr̀ó únɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,384.0369873046875,44.84516143798828,˞˞˞˞˞˞˞˞˞˞˞˞˞˞ɱ˞˞˞˞˞˞˞ʈ˞˞̃˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ʰ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞øø
0,kúkù káŋcì lɛ̀ŋgɛ́n ŋə́jɔ́ŋ,positive,lɛ́ŋgɛ́n,460.3162536621094,49.479026794433594,ʔəəəəəəəʔʔʔppʔpʔɮp˞ɮ˞ɮ˞˞ə˞aɮəgə˞əᶑəəəəəɮ˞˞˞˞˞˞ ˞˞ ˤ˞ə˞ǀʊʰʔ ˞˞ʔ˞ ˞˞ˤ˞˞˞˞ˠ˞ʔ˞˞˞əəə˞˞ʔθ˞ ə˞˞˞ˠ˞ ˞˞˞ʔˠəəəəǀə˞ǀʔ˞əə˞əəəəǀəəʔəəəə
1,jɛ́və̀lɛ̀cɛ̀cí kúkùŋú lɛ́ŋgɛ́n ùn,positive,lɛ́ŋgɛ́n,364.3442687988281,47.69358825683594,˞˞˞˞ʔ˞ʔʔ ˞   ˞˞˞    ˞ ˞˞ʔʔʔʔ ʔʔʔʔʔʔʔʔʔʔʔ   ʔ ˞  ˞ᶑʔʔ˞ʔ˞˞˞˞˞˞˞˞˞˞ʔ˞ʔ˞ʔ˞ ˞  ˞˞ʔ ˞˞ʔ ˞˞ʔ˞ ˞˞ ˞˞˞˞˞ʔʔ  ˞ʔ˞ɱʔʔ˞˞˞˞ ˞˞ʔ˞ʔ ʔʔʔ˞˞˞ʰ
2,kúkù kà ðát̪ɛ̀ ɛ̀ðɛ̀ ánó dún,negative,lɛ́ŋgɛ́n,483.7265319824219,49.722740173339844,ɸɸəəəɸəəəəəəəəəə˞ˠə˞əəəˤᶑʔɮ˞ɮʏʔᶑɮᶑ˞ᶑᶑp˞˞ʔəəəᶑ˞˞˞˞˞˞˞˞˞˞ʰ˞˞˞˞˞ʔˤˤʔʔʔʰʔəʔʔʔ˞ʔʔʔəʔˠʔʔəᶑʔˠ ʔᶑ˞˞˞˞ʔ˞˞ə˞˞˞ʔəəʊəʰəʊəə˞ˠəəʔəəəəəəəə
3,jáɽó lɔ́mɔ̀ káɾɛ̀ kúɽì,negative,lɛ́ŋgɛ́n,399.5477600097656,45.23890686035156,˞˞ʷ˞ʷʷɱʷ˞ʷ ˞ɱ˞ɱɱ˞˞˞˞˞˞˞˞˞˞ɱɱ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ ˞ ʷ˞˞ʷɱ ʷ ˞˞˞ʷs˞ʷ˞˞ʷ˞ɱ˞ɱ˞˞ɱ˞˞˞˞˞˞˞˞˞˞˞˞˞ʷ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ø˞
4,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɽà lə̀bú nàré únɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,400.1400146484375,50.68931198120117,əəəəəəə˞˞˞ ˞˞˞˞˞˞ᶑʰˤ˞˞˞˞˞˞˞˞˞˞ʰˤ˞˞ᶑ˞˞˞˞ʔʰ˞ ˞˞˞˞˞ˤ ˞˞ ˞˞˞˞˞  ʔ˞ ˞ʔ˞əəə˞əə˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ˤ˞   ˞˞ ˞˞˞˞ˤ  ˞˞˞˞ˤ˞˞˞˞˞˞˞˞˞əəəəəəə
5,lɛ́ŋgáj ɛ́gǎj kìcə̀lò,close_negative,lɛ́ŋgɛ́n,405.6307678222656,48.48670196533203,əəəəəəəə˞˞˞˞˞˞ʔ˞ʔʔ˞˞˞˞˞ʔ ʔʔʔ ʔ˞˞ʔʔʔʑ ˠ˞˞˞˞ˤʔʔʔʔʔʔʔ ˞ˤʔ˞  ˞ ˞˞˞ ʔʔ˞ʔ˞˞ˠ˞˞əəəəəəəə˞əʔə ˞ ʔ˞˞˞˞˞˞ɞ ˠ˞ʊʂˠˠʔˠəəəɸəəəəəəəɸəəəəəəə
6,àn ɔ́ɟɔ́ kə́ðìɲɔ́ múðù,negative,lɛ́ŋgɛ́n,272.3815002441406,47.623348236083984,˞ ˞ɮ˞  ˞˞ ˞˞     ˞     ˞        ˞˞˞           ˞    ˞˞ ˞ ˞˞˞  ɮ ˞   ˞ ˞˞  ˞˞˞˞    ˞˞         ˞ɮ˞  ˞˞   ɮ ˞˞˞˞˞˞˞˞ɮ˞ɸɸʔɸɸøɸ
7,àn lə́vàvɾì lá ɛ́làɽà dɔ́ŋðɛ̀,negative,lɛ́ŋgɛ́n,335.26910400390625,50.37710189819336,˞ᶑʔʔ˞ᶑ˞˞  ʔ ʔ ʔ ʔʔʔʔʔʔ˞    ᶑʔ ˞ ʔʔʔ ʔʔ  ˞ʔ˞˞˞˞ʔ ʔʔʔ ʔʔ˞ʔʔʔ  ʔ˞ʔʔʔ ʔ ʔ  ʔʔʔʔ˞˞ʔ˞ ˞˞ ˞˞˞ ʔʔ ˞ʔ ʔ  ˞˞˞˞˞ʔ˞ ʔ ˞ʔ ˞ʔʔʔʔʔɗ˞əəəəəø
8,kúkù káwàt̪à nɛ̀ lə̀və́r nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,455.9835510253906,49.90009307861328,əəəəəəəəəəəəəə˞˞˞˞əɮ˞ᶑ˞˞əəəəəəəəˠʔ˞˞˞˞˞˞˞˞ᶑ˞˞˞˞˞˞ˠəə˞ə˞˞˞˞ᶑ˞˞˞ˤ˞ᶑ˞ə˞ˠɮəəəə˞əᶑʔ˞ᶑᶑ˞ᶑə˞əə˞˞əəə˞əˤ˞əʔᶑə˞˞əəɞ˞ɮ˞ə˞˞˞əəəəəəəəəəə
9,là kíðɛ̀ ŋɔ̀ɲà ùnɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,369.8960266113281,50.93161392211914,˞˞əʔᶑʔʔ ʔ˞ʔʔəʔʔʔʔ˞ʔʔʔ˞˞˞˞˞ᶑ˞ʔʔə˞˞˞˞ᶑ˞˞ʔʔ ˞ʔ˞  ˞ ˞˞  ʔ˞   ʔ˞˞˞˞˞˞ᶑ˞ʔʔ˞˞˞˞˞˞ ˞ ˞ ᶑ ˞˞˞ʔʔ ʔ˞ ˞ ˞˞ ˞˞˞˞˞˞˞˞˞˞ʔʔ ˞˞˞ʔ˞əə˞əəəəəøø
0,àn èdɛ̀ɽì kɛ̀ɾɔ́ íŋgá ŕnà ŋrɔ̂bà,negative,lɛ́ŋgɛ́n,964.454833984375,50.842315673828125,ʔʔˤo˞o˞ʔ˞ʔʔˤʔʔˠʔʔʔ˞˞ ˞ ˞ə ʔʔʔʔ˞ʔ ʔɯʷʔ  ˞ ʔʑʔʔʔʔʔə ʔʔʔ ʔʔ˞      ʔ˞˞˞ˤ˞˞˞ˤ˞˞ ˞˞˞˞˞˞˞ʔɗʔ˞ˠ˞əɸɸəəəəəʔəəəəəəəəʔəʔᶑəəəəəəəəəəɸəəəəəəəəəǀə˞˞˞ʔ˞ʰˠʔˠ˞˞˞˞˞˞˞˞ˤˤ˞ˤ ˞˞˞˞ˤ˞ ˞ ˞ ˞˞ʔ˞ˤʔ˞˞˞ʰ˞ʰ˞˞˞ʰˤʰʰ ˞˞˞˞ə˞ʊ˞əəəəəəəəɸəəɸəəəəəɸəəəəøəəəəɸəəəəʔə˞ə ˞˞˞˞˞˞ˤɒ˞ˤ˞˞˞˞ʕ˞ ˞˞˞˞˞˞˞˞˞˞˞
1,àpɾí jámìɲí lɛ́ŋgɛ́n jámìɲí ðíɲɔ̀,positive,lɛ́ŋgɛ́n,734.73583984375,44.05812454223633,˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ˠʷʷ˞˞ʷʷʷʷ˞˞˞ʷʷ˞ʷʷ˞˞ ˞˞˞˞˞˞˞˞˞˞˞˞˞ø˞˞˞˞ø˞˞˞˞˞˞˞˞˞˞ʷ˞ɱʷɗɗʷɱ˞˞˞˞˞˞˞˞˞˞˞˞˞ssʷɱ˞˞ʷ˞ɨʷʷʷʷʷʷʷʷʷɱɱʷʷʈ˞˞˞˞˞ʷɨ˞˞˞ɱʷ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ɸ˞˞˞ʷ˞˞˞ʷʷʷʷ˞ɱ˞˞ɱ˞˞ʷ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ɸɸ˞˞˞øøɸɸø˞øø˞øøø˞˞˞˞ɸɸɸoøøøøøø˞˞ø˞˞ø˞øø˞ɸøø˞˞ø˞øø˞˞ø˞˞˞˞
2,lá ùɽcàcí lɛ́ŋgɛ́n ánó ɛ́ɽɛ́ nd̪ɔ̀bà,positive,lɛ́ŋgɛ́n,691.2020874023438,44.99736785888672,˞˞˞˞˞˞˞˞˞ʷ˞˞˞˞˞˞˞˞˞ ˞˞˞˞˞˞˞˞˞˞˞̥˞˞˞˞˞˞˞˞˞˞˞˞˞g˞˞˞˞˞˞˞˞ʷ˞˞˞˞˞˞˞˞˞ʷsʷʷgʷɱɱʷ˞ɱ˞ɱʰɱ˞˞˞˞˞˞˞˞˞ɸ˞˞˞˞˞˞ɸ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ʷʷ˞˞˞˞˞ɱ˞˞˞ʷ˞˞˞˞˞˞˞˞˞˞˞˞˞ʈ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ʷ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞øø˞˞˞øø˞˞˞ɸø˞ɸ˞˞˞øø˞˞øø˞ø˞ɸɸø˞˞ɸ˞ø˞øɸøø˞øɸ˞ø˞˞˞ø˞˞˞ɸø˞øøø
3,kúkù ŋgá kɛ̀cí ɛ́ɾáðɛ́ nɛ̀ rî,negative,lɛ́ŋgɛ́n,610.8375854492188,48.433616638183594,˞˞˞ɮʔ˞˞˞ɠʔʔ˞ᶑˠʔᶑ  ˞˞˞ ˞˞˞˞˞ʔ ˠʔ˞ʔ˞˞ᶑ˞˞˞˞˞˞   ˞ ˞˞˞ʔ˞ʔʔ˞˞ʔʔ˞ʔ ʔʔʔʔ ʔʔʔʔʔʔ ˞ʔ  ˞ ˞   ʔʔ˞˞˞˞əʔ˞ʔǀ˞ʔʔʔʔəʔʔʔʔʔə˞˞˞ʔʔəəʔ˞˞ʔəəəʔʔʔʔʔʔ˞ʔʔʔəʔʔ ʔʔ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ ˞ ˞  ˞˞˞   ˞˞    ˞˞˞˞ʔ   ɮ˞ʔʔ˞ʔʔᶑ˞˞əʔə˞ʔəəəəəəəəəəəøəəəəəəəəəəəəəəəəəøəəøəəəəəəɸɸəəəɸøəøəəɸəɸəəøəøəəəøəəə
4,láɾl̀à ðə́ɟíðɔ́ dìjɔ́ nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,649.4075927734375,47.4248046875,əəɸəəəəəʔyəəəǀɗəəəˠəˠǀɗ˞əəəəʊɸəəʔʔʔʔ  ˞˞ʔ˞ʔʔ ʔ˞ʔ ʔ ʔ  ʔ ʔʔʔʔ˞ʔ  ʔʔʔʔʔʔʔʔʔʔʔʔʔ ʔ  ʔ  ˞ ʔ˞  ˞˞˞ˠ˞əəʊɸəɸəəɸəəəəʊ˞˞˞ ʔʔ ʔʑʔʔəəəəəʔəəʔʔʔʔ  ʔʔʔ˞˞˞˞ʔ ˞ ʔʔʔ    ˞ʔʔʔ  ʔ˞ʔ˞˞˞˞˞ᶑ˞˞˞ʔʔʔ˞˞˞əʔəəəəəəəɸɸəəəɸəəəəəəəəəəɸəəəəøəəəøəəəəəəəəəəəəøɸəəəɸəəəəəəəəəəəəøəøəəɸøəəəɸɸəəəə
5,t̪átɛ́ ùnɛ́ɾɛ́ újɛ̀l,negative,lɛ́ŋgɛ́n,534.7808837890625,49.17364501953125,əəəəəəəəəəəə˞ ˞˞˞ ˤ˞˞˞ <sos/eos>˞˞˞˞˞ ˞˞ʔʔ˞˞ʔʔʔʔəəəɸəəəəəɸəəəᶑʔʔœ   <sos/eos>   ʔʔʔʰʰʔᶑ˞ʔ˞     ˞ʔ   ʔᶑ ʔ˞˞ʔ˞ʔʔ˞˞˞˞˞˞˞  ˞ ˞˞˞  ʔ ˞  ˤ˞ ˞ ˞˞˞˞˞˞˞ʔ˞˞˞˞˞˞˞ɑʔ ʔʔ ʔʔ ˞ ʔʔ˞ʔ˞ ːʔʔ˞ʔʔ˞˞əəə˞əəəəəəəəəəøøəəəəəəøəəəøøəəəəøəəəəəəøøəəøəəəøəəɸəəəəɸɸəəɸɸəəøəəøəəəəɸəøøøəəəəəəəəɸəəɸəɸəəəøəəə
6,òɾà kɔ̀ɾìt̪ɔ́ lɛ́ŋgɛ́n,positive,lɛ́ŋgɛ́n,457.8944091796875,46.5889892578125,˞ɮ˞   ˞  ˞ ˞˞˞˞ ˞˞˞˞˞ɞ ʕ˞ ɞ˞˞˞˞˞ ˞˞˞˞ɞ˞˞˞˞˞  ˞˞ ɸ˞ǃ˞˞ɸ ǃɸ˞ɸǃǃɸǃ ˞˞ɸ˞ɸɸɸ ˞˞˞ ˞˞˞˞˞ɮɮ˞˞˞˞˞˞˞˞˞˞˞˞˞ɮ   ˞ ˞˞˞ɞ ˞ɞɞ˞˞˞˞˞˞ɮ˞˞˞ ˞˞    ˞˞˞˞˞  ˞˞˞˞ ˞˞˞˞ ˞˞˞˞˞ ˞˞ɸɸɸǁɸǁøøɸɸ øøɸǁɸøɸɸǁɸøɸøɸɸɸ ǁɸǁɸɸɸøǃøɸøɸø   øǃøɸøɸøǁɸɸøǁɸɸøøɸɸøɸɸøǁøɸ˞˞ɸǁøøɸɸɸøǁøɸøɸøɸ˞øɸøɸøǁɸɸø˞øøɸøɸɸ˞ø
0,àn ɔ́ɟɔ́ kə́ŋàcí kúkù ðɔ̀ndà,negative,ŋɔ̀ɽíŋgɔ́,564.2169189453125,58.59999465942383,ʔəəəə˞ˤ  ˞˞ˤɞ˞˞ˤ˞ʊ˞˞˞ˤ˞˞ ˠ˞ ˞˞ˠ˞˞˞˞˞˞ˤ ˞˞˞˞˞˞˞˞˞˞ᶑ˞˞ɮə˞˞əəəəəˠəəəᶑˤ˞˞˞˞˞˞ˤ˞ˤ ˤ ˞ʔʔʔʕʔʔʔʔʔəʔəəəəəə˞˞˞ɮ˞ᶑˠəᶑ˞əəəə˞ᶑ˞ ˞əaʔəʔʔᶑ ˞˞ᶑˤ˞ə˞˞˞˞˞˞ɞʰə˞ʔ˞ə˞əəəəə
1,àn ŋɛ́n ŋâj ŋáɾl̀ɛ́ŋí búlì,negative,ŋɔ̀ɽíŋgɔ́,505.37957763671875,58.25547409057617,ʔʰ˞ʔʰ  ʔ ʔʔ˞ʔ˞ʔ ɯʔʔʔʔ ʔ˞ ˞ʔ˞˞˞ʔʔˤ<sos/eos> ʔ ʔɗ ʔ ʔʔʔʔʔ˞˞˞ʔ˞ʔ˞˞ə˞ǀəǀˠ˞əʕʔ˞˞ʔ<sos/eos> ʕʔˠ˞  ˞ʰʔ <sos/eos><sos/eos>˞ ʔ˞ʔɯʔʔʔʔʔʔʔʔʷpʔʔʔʔʔgʔ˞˞ʔʔ˞ʔ˞˞əʔ˞˞ʔᶑ˞˞˞ˤ˞ˠˤ˞ʔʔʔʔ˞əʔəəəəʔəəəʔəəəəə
2,ɛ̀làɽà kə́ðìɲɔ̀ mùðù nd̪ɔ̀bà,negative,ŋɔ̀ɽíŋgɔ́,427.8814697265625,60.054630279541016,ʔ ʔʔʔ˞ʔ ʔ ʔʔ ʔʔ˞ʔᶑ˞ʔ ʔʔ ˞ʔᶑ  ᶑᶑ ˞ ˞ ᶑ ˞ʔp ʔ˞  ʑʔ   ʑ ᶑʔ  ˞˞ʔ˞˞p ˞ʔᶑ˞ɸᶑᶑᶑʔʔʔəʔə˞ʔᶑʔʔ˞əʔəʔəəəəʂᶑʔ ᶑ   ʔ˞ɑɑ ʔ˞ ʔ ᶑʔ  ˞ʔ     ʔ˞˞ʔ˞ ʔʔ˞ʔʔ   ʔ˞ʔ˞˞ʔ˞ᶑ˞øəəəə
3,ðɛ́t̪ɜ́líŕ ðɔ̀là,negative,ŋɔ̀ɽíŋgɔ́,479.35650634765625,59.4151611328125,ʔə˞əəə˞əʔ˞ ˞˞ ˞ ʔʔʔ  ˞ʔʔ˞˞ᶑ˞ʔ˞˞˞˞˞  ˞˞ ˞˞ʔ ʔ˞˞ ʔ˞˞    ˞   ˞˞˞˞˞˞ʔ˞ˠ˞ʔʕʔ˞ʔəᶑ˞əʰəəəəəɸ˞əəʔəəəᶑəəəəəʔᶑəʰʔʔʰᶑʔʔɮʔ˞ ʔ˞˞ɮ˞ ˞˞˞˞˞˞ə˞˞˞˞ʰ˞˞ʔʔ˞˞ᶑʔɸɸəəəɸəəəəəø
4,t̪ɔ́ɾt̪ɔ́l lə́dɔ̀ŋðàt̪ɛ̀ lə̀vàvɾà dún t̪ɔ́wɜ̀nì,negative,ŋɔ̀ɽíŋgɔ́,370.41912841796875,59.37031555175781,˞  ˞ ᶑ ˞  ˞ ʔ˞˞ʔ ʔʔʔʔʔ ʔ ˞p    ˞   ˞˞   ˞ʔ   ˞˞˞ʔᶑ ɑʔ˞ᶑʔʔ  ˞ ʔ˞ʔʔʔʔʔ˞ʔgʔ  ʔ ʔʔ ʔ  ˞ʔʔʔ˞˞˞ʔ˞   ʔ˞˞ ˞˞  ˞  ˞ʔʔʔ    ˞ ˞˞  ʔʔ ˞˞ʔʔʔ ʔʔʔʔʔʔəʔɸøøøøəə˞əəəəə
